,source, target, distance,Unnamed: 3,in_hra_pop
27,Allen_long_insular_gyri_L,Allen_white_matter_of_forebrain_L,-1,,False
28,Allen_habenular_nuclei_L,Allen_white_matter_of_forebrain_L,-1,,False
29,Allen_supramarginal_gyrus_L,Allen_white_matter_of_forebrain_L,-1,,False
30,Allen_cuneus_L,Allen_white_matter_of_forebrain_L,-1,,False
31,Allen_body_of_lateral_ventricle_L,Allen_white_matter_of_forebrain_L,-1,,False
32,Allen_body_of_caudate_L,Allen_white_matter_of_forebrain_L,-1,,False
33,Allen_paracentral_lobule_caudal_part_L,Allen_white_matter_of_forebrain_L,-1,,False
34,Allen_long_insular_gyri_L,Allen_parietal_operculum_L,-1,,False
35,Allen_parietal_operculum_L,Allen_white_matter_of_forebrain_L,-1,,False
36,Allen_thalamus_L,Allen_white_matter_of_forebrain_L,-1,,False
37,Allen_septal_nuclei_L,Allen_white_matter_of_forebrain_L,-1,,False
38,Allen_anterior_commissure_R,Allen_white_matter_of_forebrain_R,-1,,False
39,Allen_body_of_lateral_ventricle_L,Allen_thalamus_L,-1,,False
40,Allen_fornix_L,Allen_septal_nuclei_L,-1,,False
41,Allen_internal_segment_of_globus_pallidus_L,Allen_white_matter_of_forebrain_L,-1,,False
42,Allen_mediodorsal_nucleus_of_thalamus_L,Allen_thalamus_L,-1,,False
43,Allen_thalamus_L,Allen_ventral_lateral_nucleus_of_thalamus_L,-1,,False
44,Allen_supraparietal_lobule_L,Allen_white_matter_of_forebrain_L,-1,,False
45,Allen_angular_gyrus_L,Allen_supramarginal_gyrus_L,-1,,False
46,Allen_long_insular_gyri_R,Allen_white_matter_of_forebrain_R,-1,,False
47,Allen_paracentral_lobule_caudal_part_L,Allen_primary_motor_cortex_L,-1,,False
48,Allen_parietal_operculum_L,Allen_primary_motor_cortex_L,-1,,False
49,Allen_habenular_nuclei_L,Allen_mediodorsal_nucleus_of_thalamus_L,-1,,False
50,Allen_postcentral_gyrus_L,Allen_transverse_temporal_gyrus_Heschls_gyrus_L,-1,,False
51,Allen_transverse_temporal_gyrus_Heschls_gyrus_L,Allen_white_matter_of_forebrain_L,-1,,False
52,Allen_body_of_lateral_ventricle_L,Allen_fornix_L,-1,,False
53,Allen_precuneus_L,Allen_white_matter_of_forebrain_L,-1,,False
54,Allen_planum_temporale_L,Allen_transverse_temporal_gyrus_Heschls_gyrus_L,-1,,False
55,Allen_precuneus_L,Allen_superior_occipital_gyrus_L,-1,,False
56,Allen_cingulate_gyrus_caudal_posterior_part_L,Allen_precuneus_L,-1,,False
57,Allen_cuneus_L,Allen_superior_occipital_gyrus_L,-1,,False
58,Allen_perirhinal_gyrus_rostral_part_of_FuGt_L,Allen_white_matter_of_forebrain_L,-1,,False
59,Allen_postcentral_gyrus_L,Allen_supraparietal_lobule_L,-1,,False
60,Allen_tail_of_caudate_R,Allen_white_matter_of_forebrain_R,-1,,False
61,Allen_angular_gyrus_L,Allen_white_matter_of_forebrain_L,-1,,False
62,Allen_body_of_lateral_ventricle_L,Allen_septal_nuclei_L,-1,,False
63,Allen_reuniens_nucleus_medioventral_nucleus_of_thalamus_L,Allen_thalamus_L,-1,,False
64,Allen_superior_occipital_gyrus_L,Allen_supraparietal_lobule_L,-1,,False
65,Allen_paracentral_lobule_caudal_part_L,Allen_precuneus_L,-1,,False
66,Allen_tuberal_region_of_HTH_L,Allen_white_matter_of_forebrain_L,-1,,False
67,Allen_angular_gyrus_L,Allen_superior_occipital_gyrus_L,-1,,False
68,Allen_cingulate_gyrus_caudal_posterior_part_L,Allen_paracentral_lobule_caudal_part_L,-1,,False
69,Allen_body_of_lateral_ventricle_L,Allen_perirhinal_gyrus_rostral_part_of_FuGt_L,-1,,False
70,Allen_long_insular_gyri_L,Allen_transverse_temporal_gyrus_Heschls_gyrus_L,-1,,False
71,Allen_midline_nuclear_complex_L,Allen_white_matter_of_forebrain_L,-1,,False
72,Allen_supramarginal_gyrus_L,Allen_transverse_temporal_gyrus_Heschls_gyrus_L,-1,,False
73,Allen_parietal_operculum_L,Allen_planum_temporale_L,-1,,False
74,Allen_parietal_operculum_L,Allen_transverse_temporal_gyrus_Heschls_gyrus_L,-1,,False
75,Allen_midline_nuclear_complex_L,Allen_thalamus_L,-1,,False
76,Allen_thalamus_L,Allen_zona_incerta_L,-1,,False
77,Allen_supramarginal_gyrus_L,Allen_supraparietal_lobule_L,-1,,False
78,Allen_planum_temporale_L,Allen_supramarginal_gyrus_L,-1,,False
79,Allen_lateral_posterior_nucleus_of_thalamus_L,Allen_pulvinar_of_thalamus_L,-1,,False
80,Allen_parietal_operculum_R,Allen_planum_temporale_R,-1,,False
81,Allen_cuneus_L,Allen_precuneus_L,-1,,False
82,Allen_midline_nuclear_complex_L,Allen_reuniens_nucleus_medioventral_nucleus_of_thalamus_L,-1,,False
83,Allen_primary_motor_cortex_L,Allen_white_matter_of_forebrain_L,-1,,False
84,Allen_fornix_L,Allen_tuberal_region_of_HTH_L,-1,,False
85,Allen_fornix_L,Allen_tuberal_region_of_HTH_L,-1,,False
86,Allen_fornix_L,Allen_white_matter_of_forebrain_L,-1,,False
87,Allen_primary_motor_cortex_L,Allen_white_matter_of_forebrain_L,-1,,False
88,Allen_body_of_caudate_L,Allen_body_of_lateral_ventricle_L,-1,,False
89,Allen_habenular_nuclei_L,Allen_thalamus_L,-1,,False
90,Allen_cingulate_gyrus_caudal_posterior_part_L,Allen_precuneus_L,-1,,False
91,Allen_body_of_caudate_L,Allen_white_matter_of_forebrain_L,-1,,False
92,Allen_parietal_operculum_L,Allen_white_matter_of_forebrain_L,-1,,False
93,Allen_septal_nuclei_L,Allen_white_matter_of_forebrain_L,-1,,False
94,Allen_paracentral_lobule_caudal_part_L,Allen_white_matter_of_forebrain_L,-1,,False
95,Allen_precuneus_L,Allen_superior_occipital_gyrus_L,-1,,False
96,Allen_perirhinal_gyrus_rostral_part_of_FuGt_L,Allen_white_matter_of_forebrain_L,-1,,False
97,Allen_cuneus_L,Allen_white_matter_of_forebrain_L,-1,,False
98,Allen_paracentral_lobule_rostral_part_L,Allen_primary_motor_cortex_L,-1,,False
99,Allen_thalamus_L,Allen_zona_incerta_L,-1,,False
100,Allen_body_of_lateral_ventricle_L,Allen_thalamus_L,-1,,False
101,Allen_thalamus_L,Allen_white_matter_of_forebrain_L,-1,,False
102,Allen_mediodorsal_nucleus_of_thalamus_L,Allen_midline_nuclear_complex_L,-1,,False
103,Allen_superior_occipital_gyrus_L,Allen_supraparietal_lobule_L,-1,,False
104,Allen_parietal_operculum_R,Allen_planum_temporale_R,-1,,False
105,Allen_postcentral_gyrus_L,Allen_supraparietal_lobule_L,-1,,False
106,Allen_angular_gyrus_L,Allen_white_matter_of_forebrain_L,-1,,False
107,Allen_lateral_posterior_nucleus_of_thalamus_L,Allen_thalamus_L,-1,,False
108,Allen_anterior_commissure_R,Allen_white_matter_of_forebrain_R,-1,,False
109,Allen_supramarginal_gyrus_L,Allen_white_matter_of_forebrain_L,-1,,False
110,Allen_postcentral_gyrus_L,Allen_supramarginal_gyrus_L,-1,,False
111,Allen_tail_of_caudate_R,Allen_white_matter_of_forebrain_R,-1,,False
112,Allen_transverse_temporal_gyrus_Heschls_gyrus_L,Allen_white_matter_of_forebrain_L,-1,,False
113,Allen_planum_temporale_L,Allen_white_matter_of_forebrain_L,-1,,False
114,Allen_parietal_operculum_L,Allen_supramarginal_gyrus_L,-1,,False
115,Allen_postcentral_gyrus_L,Allen_transverse_temporal_gyrus_Heschls_gyrus_L,-1,,False
116,Allen_cingulate_gyrus_caudal_posterior_part_L,Allen_paracentral_lobule_rostral_part_L,-1,,False
117,Allen_body_of_lateral_ventricle_L,Allen_perirhinal_gyrus_rostral_part_of_FuGt_L,-1,,False
118,Allen_fornix_L,Allen_septal_nuclei_L,-1,,False
119,Allen_tuberal_region_of_HTH_L,Allen_white_matter_of_forebrain_L,-1,,False
120,Allen_postcentral_gyrus_L,Allen_primary_motor_cortex_L,-1,,False
121,Allen_reuniens_nucleus_medioventral_nucleus_of_thalamus_L,Allen_thalamus_L,-1,,False
122,Allen_precuneus_L,Allen_white_matter_of_forebrain_L,-1,,False
123,Allen_mediodorsal_nucleus_of_thalamus_L,Allen_pulvinar_of_thalamus_L,-1,,False
124,Allen_angular_gyrus_L,Allen_supraparietal_lobule_L,-1,,False
125,Allen_lateral_posterior_nucleus_of_thalamus_L,Allen_ventral_lateral_nucleus_of_thalamus_L,-1,,False
126,Allen_cingulate_gyrus_caudal_posterior_part_L,Allen_paracentral_lobule_caudal_part_L,-1,,False
127,Allen_angular_gyrus_L,Allen_supramarginal_gyrus_L,-1,,False
128,Allen_pulvinar_of_thalamus_L,Allen_thalamus_L,-1,,False
129,Allen_long_insular_gyri_L,Allen_parietal_operculum_L,-1,,False
130,Allen_body_of_lateral_ventricle_L,Allen_fornix_L,-1,,False
131,Allen_parietal_operculum_L,Allen_planum_temporale_L,-1,,False
132,Allen_long_insular_gyri_L,Allen_transverse_temporal_gyrus_Heschls_gyrus_L,-1,,False
133,Allen_paracentral_lobule_caudal_part_L,Allen_precuneus_L,-1,,False
134,Allen_thalamus_L,Allen_ventral_lateral_nucleus_of_thalamus_L,-1,,False
135,Allen_cuneus_L,Allen_precuneus_L,-1,,False
136,Allen_paracentral_lobule_rostral_part_L,Allen_white_matter_of_forebrain_L,-1,,False
137,Allen_long_insular_gyri_R,Allen_white_matter_of_forebrain_R,-1,,False
138,Allen_parietal_operculum_L,Allen_transverse_temporal_gyrus_Heschls_gyrus_L,-1,,False
139,Allen_supraparietal_lobule_L,Allen_white_matter_of_forebrain_L,-1,,False
140,Allen_cingulate_gyrus_caudal_posterior_part_L,Allen_white_matter_of_forebrain_L,-1,,False
141,Allen_midline_nuclear_complex_L,Allen_white_matter_of_forebrain_L,-1,,False
142,Allen_parietal_operculum_L,Allen_primary_motor_cortex_L,-1,,False
143,Allen_mediodorsal_nucleus_of_thalamus_L,Allen_thalamus_L,-1,,False
144,Allen_mammillothalamic_tract_L,Allen_thalamus_L,-1,,False
145,Allen_midline_nuclear_complex_L,Allen_reuniens_nucleus_medioventral_nucleus_of_thalamus_L,-1,,False
146,Allen_paracentral_lobule_caudal_part_L,Allen_primary_motor_cortex_L,-1,,False
147,Allen_supramarginal_gyrus_L,Allen_supraparietal_lobule_L,-1,,False
148,Allen_body_of_lateral_ventricle_L,Allen_white_matter_of_forebrain_L,-1,,False
149,Allen_superior_occipital_gyrus_L,Allen_white_matter_of_forebrain_L,-1,,False
150,Allen_planum_temporale_L,Allen_supramarginal_gyrus_L,-1,,False
151,Allen_postcentral_gyrus_L,Allen_white_matter_of_forebrain_L,-1,,False
152,Allen_body_of_lateral_ventricle_L,Allen_septal_nuclei_L,-1,,False
153,Allen_paracentral_lobule_caudal_part_L,Allen_paracentral_lobule_rostral_part_L,-1,,False
154,Allen_supramarginal_gyrus_L,Allen_transverse_temporal_gyrus_Heschls_gyrus_L,-1,,False
155,Allen_internal_segment_of_globus_pallidus_L,Allen_white_matter_of_forebrain_L,-1,,False
156,Allen_precuneus_L,Allen_supraparietal_lobule_L,-1,,False
157,Allen_planum_temporale_L,Allen_transverse_temporal_gyrus_Heschls_gyrus_L,-1,,False
158,Allen_lateral_dorsal_nucleus_of_thalamus_L,Allen_thalamus_L,-1,,False
159,Allen_habenular_nuclei_L,Allen_white_matter_of_forebrain_L,-1,,False
160,Allen_cuneus_L,Allen_superior_occipital_gyrus_L,-1,,False
161,Allen_midline_nuclear_complex_L,Allen_thalamus_L,-1,,False
162,Allen_white_matter_of_forebrain_L,Allen_zona_incerta_L,-1,,False
163,Allen_parietal_operculum_L,Allen_postcentral_gyrus_L,-1,,False
164,Allen_paracentral_lobule_caudal_part_L,Allen_postcentral_gyrus_L,-1,,False
165,Allen_thalamus_L,Allen_tuberal_region_of_HTH_L,-1,,False
166,Allen_angular_gyrus_L,Allen_superior_occipital_gyrus_L,-1,,False
167,Allen_long_insular_gyri_L,Allen_white_matter_of_forebrain_L,-1,,False
168,Allen_lateral_posterior_nucleus_of_thalamus_L,Allen_pulvinar_of_thalamus_L,-1,,False
169,Allen_habenular_nuclei_L,Allen_mediodorsal_nucleus_of_thalamus_L,-1,,False
170,Yao_blood_vasculature,Yao_paracortex,-1,,False
171,Yao_efferent_lymph_node,Yao_paracortex,-1,,False
172,Yao_blood_vasculature,Yao_capsule_of_lymph_node,-1,,False
173,Yao_blood_vasculature,Yao_follicles,-1,,False
174,Yao_follicles,Yao_paracortex,-1,,False
175,Yao_blood_vasculature,Yao_medulla_of_lymph_node,-1,,False
176,Yao_efferent_lymph_node,Yao_medulla_of_lymph_node,-1,,False
177,Yao_follicles,Yao_medulla_of_lymph_node,-1,,False
178,Yao_capsule_of_lymph_node,Yao_efferent_lymph_node,-1,,False
179,Yao_blood_vasculature,Yao_efferent_lymph_node,-1,,False
180,Yao_medulla_of_lymph_node,Yao_paracortex,-1,,False
181,Yao_afferent_lymphatic_vessel,Yao_capsule_of_lymph_node,-1,,False
182,Yao_follicles,Yao_paracortex,-1,,False
183,Yao_efferent_lymph_node,Yao_paracortex,-1,,False
184,Yao_blood_vasculature,Yao_medulla_of_lymph_node,-1,,False
185,Yao_blood_vasculature,Yao_efferent_lymph_node,-1,,False
186,Yao_efferent_lymph_node,Yao_medulla_of_lymph_node,-1,,False
187,Yao_blood_vasculature,Yao_follicles,-1,,False
188,Yao_afferent_lymphatic_vessel,Yao_capsule_of_lymph_node,-1,,False
189,Yao_follicles,Yao_medulla_of_lymph_node,-1,,False
190,Yao_medulla_of_lymph_node,Yao_paracortex,-1,,False
191,Yao_capsule_of_lymph_node,Yao_efferent_lymph_node,-1,,False
192,Yao_blood_vasculature,Yao_capsule_of_lymph_node,-1,,False
193,Yao_blood_vasculature,Yao_paracortex,-1,,False
194,VH_F_descending_colon,VH_F_transverse_colon,-1,,False
195,VH_F_caecum,VH_F_ileocecal_valve,-1,,False
196,VH_F_descending_colon,VH_F_splenic_flexure_of_colon,-1,,False
197,VH_F_caecum,VH_F_vermiform_appendix,-1,,False
198,VH_F_splenic_flexure_of_colon,VH_F_transverse_colon,-1,,False
199,VH_F_rectum,VH_F_sigmoid_colon,-1,,False
200,VH_F_ascending_colon,VH_F_transverse_colon,-1,,False
201,VH_F_ascending_colon,VH_F_ileocecal_valve,-1,,False
202,VH_F_ascending_colon,VH_F_caecum,-1,,False
203,VH_F_ascending_colon,VH_F_hepatic_flexure_of_colon,-1,,False
204,VH_F_descending_colon,VH_F_sigmoid_colon,-1,,False
205,VH_F_hepatic_flexure_of_colon,VH_F_transverse_colon,-1,,False
206,VH_M_caecum,VH_M_vermiform_appendix,-1,,False
207,VH_M_ascending_colon,VH_M_hepatic_flexure_of_colon,-1,,False
208,VH_M_splenic_flexure_of_colon,VH_M_transverse_colon,-1,,False
209,VH_M_caecum,VH_M_ileocecal_valve,-1,,False
210,VH_M_hepatic_flexure_of_colon,VH_M_transverse_colon,-1,,False
211,VH_M_ascending_colon,VH_M_transverse_colon,-1,,False
212,VH_M_rectum,VH_M_sigmoid_colon,-1,,False
213,VH_M_descending_colon,VH_M_sigmoid_colon,-1,,False
214,VH_M_descending_colon,VH_M_transverse_colon,-1,,False
215,VH_M_descending_colon,VH_M_splenic_flexure_of_colon,-1,,False
216,VH_M_ascending_colon,VH_M_caecum,-1,,False
217,VH_F_coronary_sinus,VH_F_middle_cardiac_vein,-1,,False
218,VH_F_ascending_aorta,VH_F_pulmonary_artery_R,-1,,False
219,VH_F_diagonal_branch_of_left_anterior_descending_artery,VH_F_left_anterior_descending_artery,-1,,False
220,VH_F_coronary_sinus,VH_F_small_cardiac_vein,-1,,False
221,VH_F_internal_iliac_vein_L,VH_F_internal_pudendal_vein_L,-1,,False
222,VH_F_pulmonary_artery_R,VH_F_superior_vena_cava,-1,,False
223,VH_F_ophthalmic_vein_L,VH_F_superior_ophthalmic_vein_L,-1,,False
224,VH_F_internal_iliac_vein_R,VH_F_middle_rectal_vein_R,-1,,False
225,VH_F_inferior_mesenteric_artery,VH_F_left_colic_artery,-1,,False
226,VH_F_celiac_trunk,VH_F_common_hepatic_artery,-1,,False
227,VH_F_internal_iliac_vein_R,VH_F_right_common_iliac_vein,-1,,False
228,VH_F_pulmonary_artery_L,VH_F_pulmonary_trunk,-1,,False
229,VH_F_descending_aorta_b,VH_F_superior_mesenteric_artery,-1,,False
230,VH_F_left_posterior_descending_branch_of_circumflex_branch_of_left_coronary_artery,VH_F_right_coronary_artery,-1,,False
231,VH_F_superior_rectal_artery,VH_F_superior_rectal_vein,-1,,False
232,VH_F_cystic_vein,VH_F_right_branch_of_portal_vein,-1,,False
233,VH_F_right_colic_artery,VH_F_superior_mesenteric_artery,-1,,False
234,VH_F_left_branch_of_portal_vein,VH_F_right_branch_of_portal_vein,-1,,False
235,VH_F_central_retinal_vein_R,VH_F_superior_ophthalmic_vein_R,-1,,False
236,VH_F_posterior_left_ventricular_branch,VH_F_right_coronary_artery,-1,,False
237,VH_F_middle_colic_artery,VH_F_superior_mesenteric_artery,-1,,False
238,VH_F_hepatic_portal_vein,VH_F_proper_hepatic_artery,-1,,False
239,VH_F_coronary_sinus,VH_F_left_circumflex_artery,-1,,False
240,VH_F_splenic_vein,VH_F_superior_mesenteric_artery,-1,,False
241,VH_F_cystic_artery,VH_F_cystic_vein,-1,,False
242,VH_F_inferior_mesenteric_vein,VH_F_left_colic_vein,-1,,False
243,VH_F_central_retinal_artery_L,VH_F_central_retinal_vein_L,-1,,False
244,VH_F_hepatic_portal_vein,VH_F_superior_mesenteric_vein,-1,,False
245,VH_F_inferior_vena_cava_a,VH_F_inferior_vena_cava_b,-1,,False
246,VH_F_great_cardiac_vein,VH_F_left_circumflex_artery,-1,,False
247,VH_F_celiac_trunk,VH_F_descending_aorta_b,-1,,False
248,VH_F_coronary_sinus,VH_F_left_marginal_vein,-1,,False
249,VH_F_left_circumflex_artery,VH_F_left_marginal_branch,-1,,False
250,VH_F_inferior_vena_cava_b,VH_F_median_sacral_vein,-1,,False
251,VH_F_left_subclavian_artery_a,VH_F_left_subclavian_artery_b,-1,,False
252,VH_F_inferior_rectal_vein_L,VH_F_internal_pudendal_vein_L,-1,,False
253,VH_F_central_retinal_vein_R,VH_F_opthalmic_artery_R,-1,,False
254,VH_F_posterior_segmental_right_hepatic_artery,VH_F_right_branch_of_portal_vein,-1,,False
255,VH_F_left_branch_of_portal_vein,VH_F_proper_hepatic_artery,-1,,False
256,VH_F_central_retinal_artery_R,VH_F_central_retinal_vein_R,-1,,False
257,VH_F_central_retinal_artery_R,VH_F_long_posterior_ciliary_artery_R,-1,,False
258,VH_F_posterior_segmental_right_hepatic_artery,VH_F_right_hepatic_artery,-1,,False
259,VH_F_right_coronary_artery,VH_F_right_marginal_artery,-1,,False
260,VH_F_anterior_cardiac_vein,VH_F_right_coronary_artery,-1,,False
261,VH_F_common_hepatic_artery,VH_F_proper_hepatic_artery,-1,,False
262,VH_F_inferior_pancreaticoduodenal_vein,VH_F_superior_mesenteric_vein,-1,,False
263,VH_F_inferior_mesenteric_vein,VH_F_superior_rectal_vein,-1,,False
264,VH_F_left_hepatic_artery,VH_F_proper_hepatic_artery,-1,,False
265,VH_F_posterior_vein_of_left_ventricle,VH_F_right_coronary_artery,-1,,False
266,VH_F_internal_iliac_vein_R,VH_F_internal_pudendal_vein_R,-1,,False
267,VH_F_inferior_vena_cava_b,VH_F_left_renal_vein,-1,,False
268,VH_F_ileocolic_artery,VH_F_superior_mesenteric_artery,-1,,False
269,VH_F_left_posterior_descending_branch_of_circumflex_branch_of_left_coronary_artery,VH_F_middle_cardiac_vein,-1,,False
270,VH_F_proper_hepatic_artery,VH_F_right_hepatic_artery,-1,,False
271,VH_F_descending_aorta_a,VH_F_descending_aorta_b,-1,,False
272,VH_F_left_common_iliac_vein,VH_F_median_sacral_vein,-1,,False
273,VH_F_descending_aorta_b,VH_F_left_renal_vein,-1,,False
274,VH_F_inferior_pancreaticoduodenal_vein,VH_F_middle_colic_vein,-1,,False
275,VH_F_hepatic_portal_vein,VH_F_splenic_vein,-1,,False
276,VH_F_left_hepatic_artery,VH_F_middle_hepatic_artery_branch_of_left_hepatic_artery,-1,,False
277,VH_F_pulmonary_artery_R,VH_F_pulmonary_trunk,-1,,False
278,VH_F_inferior_mesenteric_artery,VH_F_sigmoid_artery_a,-1,,False
279,VH_F_inferior_mesenteric_artery,VH_F_superior_rectal_artery,-1,,False
280,VH_F_central_retinal_vein_L,VH_F_superior_ophthalmic_vein_L,-1,,False
281,VH_F_inferior_mesenteric_artery,VH_F_sigmoid_artery_c,-1,,False
282,VH_F_splenic_vein,VH_F_superior_mesenteric_vein,-1,,False
283,VH_F_right_uterine_artery,VH_F_right_uterine_vein,-1,,False
284,VH_F_aortic_arch,VH_F_ascending_aorta,-1,,False
285,VH_F_inferior_mesenteric_vein,VH_F_sigmoid_vein_c,-1,,False
286,VH_F_inferior_vena_cava_b,VH_F_right_renal_vein,-1,,False
287,VH_F_left_branch_of_portal_vein,VH_F_left_hepatic_artery,-1,,False
288,VH_F_left_common_carotid_artery_a,VH_F_left_common_carotid_artery_b,-1,,False
289,VH_F_left_hepatic_vein,VH_F_middle_hepatic_vein,-1,,False
290,VH_F_aortic_arch,VH_F_left_common_carotid_artery_a,-1,,False
291,VH_F_aortic_arch,VH_F_left_subclavian_artery_a,-1,,False
292,VH_F_right_branch_of_portal_vein,VH_F_right_hepatic_artery,-1,,False
293,VH_F_inferior_mesenteric_vein,VH_F_sigmoid_vein_b,-1,,False
294,VH_F_central_retinal_artery_R,VH_F_opthalmic_artery_R,-1,,False
295,VH_F_splenic_artery,VH_F_splenic_vein,-1,,False
296,VH_F_middle_colic_vein,VH_F_superior_mesenteric_vein,-1,,False
297,VH_F_aortic_arch,VH_F_descending_aorta_a,-1,,False
298,VH_F_inferior_rectal_vein_R,VH_F_internal_pudendal_vein_R,-1,,False
299,VH_F_inferior_mesenteric_vein,VH_F_left_colic_artery,-1,,False
300,VH_F_anterior_segmental_right_hepatic_artery,VH_F_posterior_segmental_right_hepatic_artery,-1,,False
301,VH_F_central_retinal_artery_L,VH_F_long_posterior_ciliary_artery_L,-1,,False
302,VH_F_inferior_mesenteric_artery,VH_F_sigmoid_artery_b,-1,,False
303,VH_F_left_renal_vein,VH_F_splenic_vein,-1,,False
304,VH_F_inferior_mesenteric_vein,VH_F_splenic_vein,-1,,False
305,VH_F_anterior_segmental_right_hepatic_artery,VH_F_right_branch_of_portal_vein,-1,,False
306,VH_F_coronary_sinus,VH_F_great_cardiac_vein,-1,,False
307,VH_F_anterior_segmental_right_hepatic_artery,VH_F_right_hepatic_artery,-1,,False
308,VH_F_left_anterior_descending_artery,VH_F_left_coronary_artery,-1,,False
309,VH_F_coronary_sinus,VH_F_oblique_vein_of_left_atrium,-1,,False
310,VH_F_left_circumflex_artery,VH_F_left_coronary_artery,-1,,False
311,VH_F_aortic_arch,VH_F_brachiocephalic_artery_a,-1,,False
312,VH_F_inferior_vena_cava_a,VH_F_middle_hepatic_vein,-1,,False
313,VH_F_descending_aorta_b,VH_F_left_renal_artery,-1,,False
314,VH_F_left_colic_artery,VH_F_left_colic_vein,-1,,False
315,VH_F_ileocolic_vein,VH_F_superior_mesenteric_vein,-1,,False
316,VH_F_internal_iliac_vein_L,VH_F_left_common_iliac_vein,-1,,False
317,VH_F_brachiocephalic_artery_a,VH_F_brachiocephalic_artery_b,-1,,False
318,VH_F_coronary_sinus,VH_F_right_coronary_artery,-1,,False
319,VH_F_central_retinal_vein_L,VH_F_opthalmic_artery_L,-1,,False
320,VH_F_great_cardiac_vein,VH_F_left_anterior_descending_artery,-1,,False
321,VH_F_ophthalmic_vein_R,VH_F_superior_ophthalmic_vein_R,-1,,False
322,VH_F_hepatic_portal_vein,VH_F_left_branch_of_portal_vein,-1,,False
323,VH_F_internal_iliac_vein_L,VH_F_middle_rectal_vein_L,-1,,False
324,VH_F_inferior_vena_cava_b,VH_F_right_common_iliac_vein,-1,,False
325,VH_F_coronary_sinus,VH_F_posterior_vein_of_left_ventricle,-1,,False
326,VH_F_hepatic_portal_vein,VH_F_right_branch_of_portal_vein,-1,,False
327,VH_F_right_colic_vein,VH_F_superior_mesenteric_vein,-1,,False
328,VH_F_inferior_mesenteric_vein,VH_F_sigmoid_vein_a,-1,,False
329,VH_F_inferior_vena_cava_a,VH_F_right_hepatic_vein,-1,,False
330,VH_F_central_retinal_vein_R,VH_F_long_posterior_ciliary_artery_R,-1,,False
331,VH_F_inferior_vena_cava_b,VH_F_left_common_iliac_vein,-1,,False
332,VH_F_marginal_artery_of_Drummond,VH_F_middle_colic_artery,-1,,False
333,VH_F_hepatic_portal_vein,VH_F_right_hepatic_artery,-1,,False
334,VH_F_cystic_artery,VH_F_right_hepatic_artery,-1,,False
335,VH_F_ciliary_muscle_L,VH_F_ciliary_processes_L,-1,,False
336,VH_F_ciliary_muscle_L,VH_F_iris_L,-1,,False
337,VH_F_retina_L,VH_F_vitreous_humor_L,-1,,False
338,VH_F_ciliary_body_L,VH_F_ciliary_muscle_L,-1,,False
339,VH_F_optic_choroid_L,VH_F_ora_serrata_of_retina_L,-1,,False
340,VH_F_lens_L,VH_F_vitreous_humor_L,-1,,False
341,VH_F_ciliary_body_L,VH_F_suspensory_ligament_of_lens_L,-1,,False
