gene_label,in_hra,in_hra_pop,in_kpmp,in_mosdap,all_four
ADARB2,1,1,0,0,False
ADAT1,0,1,0,0,False
ADAT2,0,1,0,0,False
ADAT3,0,1,0,0,False
ADCK1,0,1,0,0,False
ADCK2,0,1,0,0,False
ADCK5,0,1,0,0,False
ADCY1,0,1,0,0,False
ADCY10,0,1,0,0,False
ADCY2,0,1,0,0,False
ADCY3,1,1,0,0,False
ADCY4,0,1,0,0,False
ADCY5,0,1,0,0,False
ADCY6,0,1,0,0,False
ADCY7,0,1,0,0,False
ADCY8,0,1,0,0,False
ADCY9,0,1,0,0,False
ADCYAP1,0,1,0,0,False
ADCYAP1R1,0,1,0,1,False
ADD1,0,1,0,0,False
ADD2,0,1,0,0,False
ADD3,1,1,0,0,False
ADD3-AS1,1,0,0,0,False
ADGB,0,1,0,0,False
ADGRA2,0,1,0,0,False
ADGRA3,0,1,0,0,False
ADGRB1,0,1,0,0,False
ADGRB2,0,1,0,0,False
ADGRB3,0,1,0,0,False
ADGRB3-DT,0,1,0,0,False
ADGRD1,0,1,0,0,False
ADGRD2,1,0,0,0,False
ADGRE1,1,1,0,0,False
ADGRE2,0,1,0,1,False
ADGRE5,0,1,0,0,False
ADGRF1,0,1,0,0,False
ADGRF2P,0,1,0,0,False
ADGRF4,0,1,0,0,False
ADGRF5,0,1,1,1,False
ADGRF5-AS1,0,1,0,0,False
ADGRG1,0,1,0,0,False
ADGRG2,0,1,0,0,False
ADGRG3,0,1,0,0,False
ADGRG4,0,1,0,0,False
ADGRG5,0,1,0,0,False
ADGRG6,1,1,0,0,False
ADGRG7,0,1,0,0,False
ADGRL1,0,1,0,0,False
ADGRL1-AS1,0,1,0,0,False
ADGRL2,0,1,0,0,False
ADGRL3,0,1,0,0,False
ADGRL3-AS1,0,1,0,0,False
ADGRL4,1,1,0,1,False
ADGRV1,0,1,0,0,False
ADH1B,0,1,1,0,False
ADH1C,0,1,0,0,False
ADH5,0,1,0,0,False
ADH6,0,1,0,0,False
ADH7,0,1,0,0,False
ADI1,0,1,0,0,False
ADIPOQ,0,1,0,1,False
ADIPOR1,1,1,0,0,False
ADIPOR2,0,1,0,0,False
ADIRF,0,1,1,0,False
ADIRF-AS1,0,1,0,0,False
ADISSP,0,1,0,0,False
ADK,0,1,0,0,False
ADM,0,1,0,0,False
ADM2,0,1,0,0,False
ADM5,0,1,0,0,False
ADNP,0,1,0,0,False
ADNP-AS1,0,1,0,0,False
ADNP2,0,1,0,0,False
ADO,0,1,0,0,False
ADORA2A,0,1,0,0,False
ADORA2A-AS1,0,1,0,0,False
ADORA2B,0,1,0,0,False
ADPGK,0,1,0,0,False
ADPRH,0,1,0,0,False
ADPRM,0,1,0,0,False
ADPRS,0,1,0,0,False
ADRA1A,1,1,0,0,False
ADRA1B,0,1,0,0,False
ADRA1D,0,1,0,0,False
ADRA2A,1,1,0,0,False
ADRA2B,0,1,0,0,False
ADRA2C,0,1,0,0,False
ADRB1,0,1,0,0,False
ADRB2,0,1,0,0,False
ADRM1,0,1,0,0,False
ADSL,0,1,0,0,False
ADSS1,0,1,0,0,False
ADSS2,0,1,0,0,False
ADTRP,0,1,0,0,False
AE000661.37,1,0,0,0,False
AEBP1,0,1,0,0,False
AEBP2,0,1,0,0,False
AEN,0,1,0,0,False
AFAP1,0,1,0,0,False
AFAP1L1,0,1,0,0,False
AFAP1L2,0,1,0,0,False
AFDN,0,1,0,0,False
AFF1,0,1,0,0,False
AFF2,0,1,0,0,False
AFF3,0,1,1,0,False
AFF4,0,1,0,0,False
AFG1L,0,1,0,0,False
AFG2A,0,1,0,0,False
AFG2B,0,1,0,0,False
AFG3L2,0,1,0,0,False
AFM,0,1,0,0,False
AFMID,0,1,0,0,False
AFP,0,1,0,0,False
AFTPH,0,1,0,0,False
AFTPH-DT,0,1,0,0,False
AGA,0,1,0,0,False
AGAP1,0,1,0,0,False
AGAP2,0,1,0,0,False
AGAP2-AS1,0,1,0,0,False
AGAP3,0,1,0,0,False
AGAP4,0,1,0,0,False
AGAP9,0,1,0,0,False
AGBL1,0,1,0,0,False
AGBL2,0,1,0,0,False
AGBL3,0,1,0,0,False
AGBL4,0,1,0,0,False
AGBL4-IT1,0,1,0,0,False
AGBL5,0,1,0,0,False
AGER,1,1,0,1,False
AGFG1,0,1,0,0,False
AGFG2,0,1,0,0,False
AGGF1,0,1,0,0,False
AGK,0,1,0,0,False
AGMAT,0,1,0,0,False
AGMO,0,1,0,0,False
AGO1,0,1,0,0,False
AGO2,0,1,0,0,False
AGO3,0,1,0,0,False
AGO4,0,1,0,0,False
AGPAT1,0,1,0,0,False
AGPAT2,0,1,0,0,False
AGPAT3,0,1,0,0,False
AGPAT4,0,1,0,0,False
AGPAT5,0,1,0,0,False
AGPS,0,1,0,0,False
AGR2,1,1,0,0,False
AGR3,0,1,0,0,False
AGRN,0,1,0,0,False
AGRP,0,1,0,0,False
AGT,0,1,0,0,False
AGTPBP1,0,1,0,0,False
AGTR1,0,1,0,0,False
AGTR2,0,1,0,0,False
AGTRAP,0,1,0,0,False
AGXT,0,1,0,0,False
AGXT2,0,1,0,0,False
AHCTF1,0,1,0,0,False
AHCY,0,1,0,0,False
AHCYL1,0,1,0,0,False
AHCYL2,0,1,0,0,False
AHDC1,0,1,0,0,False
AHI1,0,1,0,0,False
AHI1-DT,0,1,0,0,False
AHNAK,0,1,0,0,False
AHNAK2,0,1,0,0,False
AHR,1,1,0,0,False
AHRR,0,1,0,0,False
AHSA1,0,1,0,0,False
AHSA2P,0,1,0,0,False
AHSG,0,1,0,0,False
AHSP,1,1,0,1,False
AICDA,1,0,0,0,False
AIDA,0,1,0,0,False
AIF1,1,1,0,0,False
AIF1L,0,1,0,0,False
AIFM1,0,1,0,0,False
AIFM2,1,1,0,0,False
AIG1,0,1,0,0,False
AIM2,0,1,0,0,False
AIMP1,0,1,0,0,False
AIMP2,0,1,0,0,False
AIP,0,1,0,0,False
AIPL1,0,1,0,0,False
AIRE,1,1,0,0,False
AIRIM,0,1,0,0,False
AIRN,0,1,0,0,False
AJ006995.3,1,0,0,0,False
AJ006998.2,1,0,0,0,False
AJAP1,0,1,0,0,False
AJUBA,0,1,0,0,False
AK1,0,1,0,0,False
AK2,0,1,0,0,False
AK3,0,1,0,0,False
AK4,0,1,0,0,False
AK5,0,1,0,0,False
AK6,0,1,0,0,False
AK7,0,1,0,0,False
AK8,0,1,0,0,False
AK9,0,1,0,0,False
AKAIN1,0,1,0,0,False
AKAP1,0,1,0,0,False
AKAP10,0,1,0,0,False
AKAP11,0,1,0,0,False
AKAP12,0,1,0,0,False
AKAP13,0,1,0,0,False
AKAP13-AS1,0,1,0,0,False
AKAP14,0,1,0,0,False
AKAP17A,0,1,0,0,False
AKAP3,0,1,0,0,False
AKAP5,0,1,0,0,False
AKAP6,0,1,0,0,False
AKAP7,0,1,0,0,False
AKAP8,0,1,0,0,False
AKAP8L,0,1,0,0,False
AKAP9,0,1,0,0,False
AKIP1,0,1,0,0,False
AKIRIN1,0,1,0,0,False
AKIRIN2,0,1,0,0,False
AKNA,0,1,0,0,False
AKNAD1,0,1,0,0,False
AKR1A1,0,1,0,0,False
AKR1B1,0,1,0,0,False
AKR1B10,0,1,0,0,False
AKR1B15,0,1,0,0,False
AKR1C1,1,1,0,0,False
AKR1C2,0,1,0,0,False
AKR1C3,0,1,0,0,False
AKR1C6P,0,1,0,0,False
AKR1D1,0,1,0,0,False
AKR1E2,0,1,0,0,False
AKR7A2,0,1,0,0,False
AKR7A3,0,1,0,0,False
AKR7L,0,1,0,0,False
AKT1,0,1,0,0,False
AKT1S1,0,1,0,0,False
AKT2,0,1,0,0,False
AKT3,0,1,0,0,False
AKT3-IT1,0,1,0,0,False
AKTIP,0,1,0,0,False
ALAD,0,1,0,0,False
ALAS1,0,1,0,0,False
ALAS2,1,1,0,1,False
ALB,0,1,0,0,False
ALCAM,0,1,0,0,False
ALDH,1,0,0,0,False
ALDH16A1,0,1,0,0,False
ALDH18A1,0,1,0,0,False
ALDH1A1,0,1,0,0,False
ALDH1A2,1,1,1,0,False
ALDH1A2-AS1,0,1,0,0,False
ALDH1A3,1,1,0,0,False
ALDH1A3-AS1,0,1,0,0,False
ALDH1B1,0,1,0,0,False
ALDH1L1,0,1,0,0,False
ALDH1L2,0,1,0,0,False
ALDH2,1,1,0,0,False
ALDH3A1,0,1,0,0,False
ALDH3A2,0,1,0,0,False
ALDH3B1,0,1,0,0,False
ALDH3B2,0,1,0,0,False
ALDH4A1,0,1,0,0,False
ALDH5A1,0,1,0,0,False
ALDH6A1,0,1,0,0,False
ALDH7A1,0,1,0,0,False
ALDH8A1,0,1,0,0,False
ALDH9A1,0,1,0,0,False
ALDOA,0,1,0,0,False
ALDOB,1,1,0,0,False
ALDOC,0,1,0,0,False
ALG1,0,1,0,0,False
ALG10,0,1,0,0,False
ALG11,0,1,0,0,False
ALG12,0,1,0,0,False
ALG13,1,1,0,0,False
ALG13-AS1,0,1,0,0,False
ALG14,0,1,0,0,False
ALG1L1P,0,1,0,0,False
ALG2,0,1,0,0,False
ALG3,0,1,0,0,False
ALG5,0,1,0,0,False
ALG6,0,1,0,0,False
ALG8,0,1,0,0,False
ALG9,0,1,0,0,False
ALG9-IT1,0,1,0,0,False
ALK,1,1,0,0,False
ALKAL2,1,1,0,0,False
ALKBH1,0,1,0,0,False
ALKBH2,0,1,0,0,False
ALKBH3,0,1,0,0,False
ALKBH4,0,1,0,0,False
ALKBH5,0,1,0,0,False
ALKBH6,0,1,0,0,False
ALKBH7,0,1,0,0,False
ALMS1,0,1,0,0,False
ALMS1P1,0,1,0,0,False
ALOX12,0,1,0,0,False
ALOX12-AS1,0,1,0,0,False
ALOX12B,0,1,0,0,False
ALOX12P2,0,1,0,0,False
ALOX15,0,1,0,0,False
ALOX15B,0,1,0,0,False
ALOX5,0,1,0,1,False
ALOX5AP,0,1,0,0,False
ALPK1,0,1,0,0,False
ALPK2,0,1,0,0,False
ALPK3,0,1,0,0,False
ALPL,0,1,0,0,False
ALPP,0,1,0,0,False
ALS2,0,1,0,0,False
ALS2CL,0,1,1,0,False
ALYREF,0,1,0,0,False
AMACR,0,1,0,0,False
AMBN,0,1,0,0,False
AMBP,0,1,0,0,False
AMBRA1,0,1,0,0,False
AMD1,0,1,0,0,False
AMDHD1,0,1,0,0,False
AMDHD2,0,1,0,0,False
AMELX,0,1,0,0,False
AMER2,0,1,0,0,False
AMFR,0,1,0,0,False
AMHR2,0,1,0,0,False
AMIGO2,0,1,0,0,False
AMMECR1,0,1,0,0,False
AMMECR1L,0,1,0,0,False
AMN,0,1,0,0,False
AMN1,0,1,0,0,False
AMOTL1,0,1,0,0,False
AMOTL2,0,1,0,0,False
AMPD1,0,1,0,0,False
AMPD2,0,1,0,0,False
AMPD3,0,1,0,0,False
AMPH,0,1,0,0,False
AMT,0,1,0,0,False
AMY2A,1,1,0,1,False
AMY2B,0,1,0,0,False
AMZ2,0,1,0,0,False
ANAPC1,0,1,0,0,False
ANAPC10,0,1,0,0,False
ANAPC11,0,1,0,0,False
ANAPC13,0,1,0,0,False
ANAPC15,0,1,0,0,False
ANAPC16,0,1,0,0,False
ANAPC1P4,0,1,0,0,False
ANAPC2,0,1,0,0,False
ANAPC4,0,1,0,0,False
ANAPC5,0,1,0,0,False
ANAPC7,0,1,0,0,False
ANG,0,1,0,0,False
ANGEL1,0,1,0,0,False
ANGEL2,0,1,0,0,False
ANGPT1,1,1,0,0,False
ANGPT2,0,1,0,0,False
ANGPT4,0,1,0,0,False
ANGPTL1,0,1,0,0,False
ANGPTL2,0,1,0,0,False
ANGPTL3,0,1,0,0,False
ANGPTL4,1,1,0,0,False
ANGPTL5,0,1,0,0,False
ANGPTL6,0,1,0,0,False
ANGPTL7,0,1,0,0,False
ANHX,0,1,0,0,False
ANK1,0,1,0,0,False
ANK2,0,1,0,0,False
ANK2-AS1,0,1,0,0,False
ANK3,0,1,0,0,False
ANKAR,0,1,0,0,False
ANKDD1A,0,1,0,0,False
ANKEF1,0,1,0,0,False
ANKFN1,1,1,0,0,False
ANKFY1,0,1,0,0,False
ANKH,0,1,0,0,False
ANKHD1,0,1,0,0,False
ANKHD1-DT,0,1,0,0,False
ANKIB1,0,1,0,0,False
ANKK1,0,1,0,0,False
ANKLE1,0,1,0,0,False
ANKLE2,0,1,0,0,False
ANKMY1,0,1,0,0,False
ANKMY2,0,1,0,0,False
ANKRA2,0,1,0,0,False
ANKRD1,0,1,0,0,False
ANKRD10,0,1,0,0,False
ANKRD11,0,1,0,0,False
ANKRD11P1,0,1,0,0,False
ANKRD12,0,1,0,0,False
ANKRD13A,0,1,0,0,False
ANKRD13C,0,1,0,0,False
ANKRD13C-DT,0,1,0,0,False
ANKRD13D,0,1,0,0,False
ANKRD16,0,1,0,0,False
ANKRD17,0,1,0,0,False
ANKRD17-DT,0,1,0,0,False
ANKRD18A,0,1,0,0,False
ANKRD2,0,1,0,0,False
ANKRD20A1,0,1,0,0,False
ANKRD20A11P,1,1,0,0,False
ANKRD20A4P,0,1,0,0,False
ANKRD20A5P,0,1,0,0,False
ANKRD20A8P,0,1,0,0,False
ANKRD22,0,1,0,0,False
ANKRD23,0,1,0,0,False
ANKRD26,0,1,0,0,False
ANKRD26P3,0,1,0,0,False
ANKRD27,0,1,0,0,False
ANKRD28,0,1,0,0,False
ANKRD29,0,1,0,0,False
ANKRD30A,0,1,0,0,False
ANKRD30B,1,1,0,0,False
ANKRD30BL,0,1,0,0,False
ANKRD31,0,1,0,0,False
ANKRD33,0,1,0,0,False
ANKRD33B,0,1,0,0,False
ANKRD34A,0,1,0,0,False
ANKRD34B,0,1,0,0,False
ANKRD34C-AS1,0,1,0,0,False
ANKRD35,0,1,0,0,False
ANKRD36,0,1,0,0,False
ANKRD36B,0,1,0,0,False
ANKRD36BP2,0,1,0,0,False
ANKRD36C,0,1,0,0,False
ANKRD37,0,1,0,0,False
ANKRD39,0,1,0,0,False
ANKRD40,0,1,0,0,False
ANKRD42,0,1,0,0,False
ANKRD42-DT,0,1,0,0,False
ANKRD44,0,1,1,0,False
ANKRD44-AS1,0,1,0,0,False
ANKRD44-IT1,0,1,0,0,False
ANKRD45,0,1,0,0,False
ANKRD46,0,1,0,0,False
ANKRD49,0,1,0,0,False
ANKRD50,0,1,0,0,False
ANKRD54,0,1,0,0,False
ANKRD55,0,1,0,0,False
ANKRD6,0,1,0,0,False
ANKRD62,0,1,0,0,False
ANKRD65,0,1,0,0,False
ANKRD66,0,1,0,0,False
ANKRD9,0,1,0,0,False
ANKS1A,0,1,0,0,False
ANKS1B,0,1,0,0,False
ANKS3,0,1,0,0,False
ANKS6,0,1,0,0,False
ANKUB1,0,1,0,0,False
ANKZF1,0,1,0,0,False
ANLN,1,1,0,0,False
ANO1,0,1,0,0,False
ANO10,0,1,0,0,False
ANO2,1,1,0,0,False
ANO3,0,1,0,0,False
ANO4,0,1,0,0,False
ANO5,0,1,0,0,False
ANO6,0,1,0,0,False
ANO7,0,1,0,0,False
ANO8,0,1,0,0,False
ANO9,0,1,0,0,False
ANOS1,1,1,0,0,False
ANOS2P,0,1,0,0,False
ANP32A,0,1,0,0,False
ANP32AP1,0,1,0,0,False
ANP32B,0,1,0,0,False
ANP32E,0,1,0,0,False
ANPEP,1,1,1,0,False
ANTKMT,0,1,0,0,False
ANTXR1,0,1,0,0,False
ANTXR2,0,1,0,0,False
ANXA1,1,1,0,0,False
ANXA10,0,1,0,0,False
ANXA11,0,1,0,0,False
ANXA13,0,1,0,0,False
ANXA2,1,1,0,0,False
ANXA2P1,0,1,0,0,False
ANXA2R,0,1,0,0,False
ANXA2R-AS1,0,1,0,0,False
ANXA2R-OT1,0,1,0,0,False
ANXA3,0,1,0,0,False
ANXA4,1,1,0,0,False
ANXA5,0,1,0,0,False
ANXA6,0,1,0,0,False
ANXA7,0,1,0,0,False
ANXA8,0,1,0,0,False
ANXA8L1,0,1,0,0,False
AOAH,0,1,1,0,False
AOC1,0,1,0,0,False
AOC2,0,1,0,0,False
AOC3,0,1,0,0,False
AOPEP,0,1,0,0,False
AOX1,0,1,0,0,False
AP000331.1,1,0,0,0,False
AP1AR,0,1,0,0,False
AP1B1,0,1,0,0,False
AP1G1,0,1,0,0,False
AP1G2,0,1,0,0,False
AP1G2-AS1,0,1,0,0,False
AP1M1,0,1,0,0,False
AP1M2,0,1,0,0,False
AP1S1,0,1,0,0,False
AP1S2,0,1,0,0,False
AP1S3,0,1,0,0,False
AP2A1,0,1,0,0,False
AP2A2,0,1,0,0,False
AP2B1,0,1,0,0,False
AP2B1P1,0,1,0,0,False
AP2M1,0,1,0,0,False
AP2S1,0,1,0,0,False
AP3B1,0,1,0,0,False
AP3B2,0,1,0,0,False
AP3D1,0,1,0,0,False
AP3M1,0,1,0,0,False
AP3M2,1,1,0,0,False
AP3S1,0,1,0,0,False
AP3S2,0,1,0,0,False
AP4B1,0,1,0,0,False
AP4B1-AS1,0,1,0,0,False
AP4E1,0,1,0,0,False
AP4M1,0,1,0,0,False
AP4S1,0,1,0,0,False
AP5B1,0,1,0,0,False
AP5M1,0,1,0,0,False
AP5S1,0,1,0,0,False
AP5Z1,0,1,0,0,False
APAF1,0,1,0,0,False
APBA1,0,1,0,0,False
APBA2,0,1,0,0,False
APBA3,0,1,0,0,False
APBB1,0,1,0,0,False
APBB1IP,1,1,0,0,False
APBB2,0,1,0,0,False
APBB3,0,1,0,0,False
APC,0,1,0,0,False
APC2,0,1,0,0,False
APCDD1,0,1,0,0,False
APCDD1L,0,1,0,0,False
APCDD1L-DT,0,1,1,0,False
APEH,0,1,0,0,False
APELA,0,1,0,0,False
APEX1,0,1,0,0,False
APEX2,0,1,0,0,False
APH1A,0,1,0,0,False
APH1B,0,1,0,0,False
API5,0,1,0,0,False
APIP,0,1,0,0,False
APLF,0,1,0,0,False
APLN,1,1,0,0,False
APLNR,1,1,0,0,False
APLP1,0,1,0,0,False
APLP2,1,1,0,0,False
APMAP,0,1,0,0,False
APOA1,0,1,0,0,False
APOA2,0,1,0,0,False
APOA4,0,1,0,0,False
APOB,0,1,0,0,False
APOBEC1,0,1,0,0,False
APOBEC3A,0,1,0,0,False
APOBEC3B,0,1,0,0,False
APOBEC3C,0,1,0,0,False
APOBEC3F,0,1,0,0,False
APOBEC3G,0,1,0,0,False
APOBEC3H,0,1,0,0,False
APOBR,0,1,0,0,False
