source,target,distance
VH_M_posterior_segmental_right_hepatic_artery,VH_M_right_hepatic_artery,-1
VH_M_brachiocephalic_vein_R,VH_M_superior_vena_cava,-1
VH_M_inferior_mesenteric_artery,VH_M_sigmoid_artery_c,-1
VH_M_middle_cardiac_vein,VH_M_right_posterior_descending_artery,-1
VH_M_brachiocephalic_vein_L,VH_M_superior_vena_cava,-1
VH_M_marginal_artery_of_Drummond,VH_M_middle_colic_artery,-1
VH_M_splenic_artery,VH_M_splenic_vein,-1
VH_M_ileocolic_artery,VH_M_right_colic_vein,-1
VH_M_external_iliac_vein_R,VH_M_internal_iliac_vein_R,-1
VH_M_coronary_sinus,VH_M_left_marginal_branch,-1
VH_M_internal_iliac_vein_L,VH_M_middle_rectal_vein_L,-1
VH_M_portal_vein,VH_M_right_hepatic_artery,-1
VH_M_middle_colic_vein,VH_M_superior_mesenteric_vein,-1
VH_M_brachiocephalic_artery_a,VH_M_brachiocephalic_vein_L,-1
VH_M_central_retinal_artery_L,VH_M_long_posterior_ciliary_artery_L,-1
VH_M_left_colic_artery,VH_M_sigmoid_artery_b,-1
VH_M_left_colic_artery,VH_M_sigmoid_artery_c,-1
VH_M_central_retinal_vein_L,VH_M_superior_ophthalmic_vein_L,-1
