"tool","sex","organ","as","cell_label2","asct_relation_in_asctb_table","indirect_asct_relation_in_asctb_table","count","median_cell_count","median_percentage"
"Azimuth","Female","Lung","Lateral Bronchopulmonary Segment","CL:0002138: endothelial cell of lymphatic vessel:1","false","true",1,149.247,0.0195569620253165
"Azimuth","Female","Lung","Lateral Bronchopulmonary Segment","CL:0002138: endothelial cell of lymphatic vessel:2","false","true",1,149.247,0.0195569620253165
"Azimuth","Female","Lung","Lateral Bronchopulmonary Segment","CL:0002138: endothelial cell of lymphatic vessel:differentiating","false","true",1,149.247,0.0195569620253165
"Azimuth","Female","Lung","Lateral Bronchopulmonary Segment","CL:0002138: endothelial cell of lymphatic vessel:mature","false","true",1,149.247,0.0195569620253165
"Azimuth","Female","Lung","Lateral Bronchopulmonary Segment","CL:0002138: endothelial cell of lymphatic vessel:proliferating","false","true",1,149.247,0.0195569620253165
"Azimuth","Female","Lung","Lateral Bronchopulmonary Segment","CL:0002144: EC general capillary","false","true",1,505.218,0.0662025316455696
"Azimuth","Female","Lung","Lateral Bronchopulmonary Segment","CL:0002241: pulmonary interstitial fibroblast","false","false",1,80.178,0.0105063291139241
"Azimuth","Female","Lung","Lateral Bronchopulmonary Segment","CL:0002399: CD1c-positive myeloid dendritic cell","false","true",1,152.628,0.02
"Azimuth","Female","Lung","Lateral Bronchopulmonary Segment","CL:0002399: CD1c-positive myeloid dendritic cell:1","false","true",1,152.628,0.02
"Azimuth","Female","Lung","Lateral Bronchopulmonary Segment","CL:0002399: CD1c-positive myeloid dendritic cell:2","false","true",3,152.628,0.02
"Azimuth","Female","Lung","Lateral Bronchopulmonary Segment","CL:0002399: CD1c-positive myeloid dendritic cell:3","false","true",2,152.628,0.02
"Azimuth","Female","Lung","Lateral Bronchopulmonary Segment","CL:0002399: CD1c-positive myeloid dendritic cell:4","false","true",1,152.628,0.02
"Azimuth","Female","Lung","Lateral Bronchopulmonary Segment","CL:0002399: CD1c-positive myeloid dendritic cell:5","false","true",1,152.628,0.02
"Azimuth","Female","Lung","Lateral Bronchopulmonary Segment","CL:0002480: nasal mucosa goblet cell","false","false",1,3.864,0.000506329113924051
"Azimuth","Female","Lung","Lateral Bronchopulmonary Segment","CL:0002633: respiratory basal cell:resting","false","false",2,11.592,0.00151898734177215
"Azimuth","Female","Lung","Lateral Bronchopulmonary Segment","CL:0005006: Ionocyte","false","true",1,26.082,0.00341772151898734
"Azimuth","Female","Lung","Lateral Bronchopulmonary Segment","CL:0005012: multi-ciliated epithelial cell:nasal","false","false",2,190.302,0.0249367088607595
"Azimuth","Female","Lung","Lateral Bronchopulmonary Segment","CL:0005012: multi-ciliated epithelial cell:respiratory system","false","false",1,190.302,0.0249367088607595
"Azimuth","Female","Lung","Lateral Bronchopulmonary Segment","CL:0009089: lung pericyte","false","true",1,187.887,0.024620253164557
"Azimuth","Female","Lung","Lateral Bronchopulmonary Segment","CL:1000413: EC arterial","false","true",1,42.504,0.00556962025316456
"Azimuth","Female","Lung","Lateral Bronchopulmonary Segment","CL:1000414: EC venous pulmonary","false","true",1,25.116,0.00329113924050633
"Azimuth","Female","Lung","Lateral Bronchopulmonary Segment","CL:4028003: alveolar capillary type 2 endothelial cell","false","true",1,95.634,0.0125316455696202
"Azimuth","Female","Lung","Lateral Bronchopulmonary Segment","CL:4028004: alveolar type 1 fibroblast cell","false","true",1,937.02,0.122784810126582
"Azimuth","Female","Lung","Lateral Bronchopulmonary Segment","CL:4028006: alveolar type 2 fibroblast cell","false","true",1,245.847,0.0322151898734177
"Azimuth","Female","Lung","Lateral Segmental Bronchus","ASCTB-TEMP:interstitial-m-perivascular: Interstitial Mφ perivascular","false","false",1,169.371,0.015379746835443
"Azimuth","Female","Lung","Lateral Segmental Bronchus","ASCTB-TEMP:monocyte-derived-m: Monocyte-derived Mφ","false","false",1,557.6,0.0506329113924051
"Azimuth","Female","Lung","Lateral Segmental Bronchus","ASCTB-TEMP:non-classical-monocytes: Non-classical monocytes","false","false",1,786.913,0.0714556962025316
"Azimuth","Female","Lung","Lateral Segmental Bronchus","ASCTB-TEMP:transitional-club-at2: Transitional Club-AT2","false","false",1,52.275,0.00474683544303797
"Azimuth","Female","Lung","Lateral Segmental Bronchus","CL:0000084: T cell:cycling","false","true",2,9.758,0.000886075949367088
"Azimuth","Female","Lung","Lateral Segmental Bronchus","CL:0000084: T cell:proliferating","false","true",3,9.758,0.000886075949367088
"Azimuth","Female","Lung","Lateral Segmental Bronchus","CL:0000097: mast cell","false","true",1,12.546,0.00113924050632911
"Azimuth","Female","Lung","Lateral Segmental Bronchus","CL:0000158: club cell:nasal","false","true",2,0.697,0.0000632911392405063
"Azimuth","Female","Lung","Lateral Segmental Bronchus","CL:0000158: club cell:non-nasal","false","true",1,0.697,0.0000632911392405063
"Azimuth","Female","Lung","Lateral Segmental Bronchus","CL:0000158: club cell:tracheobronchial","false","true",1,0.697,0.0000632911392405063
"Azimuth","Female","Lung","Lateral Segmental Bronchus","CL:0000158: club cell:transitional alveolar type 2 epithelial cell","false","true",1,0.697,0.0000632911392405063
"Azimuth","Female","Lung","Lateral Segmental Bronchus","CL:0000158: club:transitional AT2","false","true",1,0.697,0.0000632911392405063
"Azimuth","Female","Lung","Lateral Segmental Bronchus","CL:0000186: myofibroblast cell","false","true",1,186.796,0.0169620253164557
"Azimuth","Female","Lung","Lateral Segmental Bronchus","CL:0000192: smooth muscle cell","false","true",1,45.305,0.00411392405063291
"Azimuth","Female","Lung","Lateral Segmental Bronchus","CL:0000192: smooth muscle cell:1","false","true",1,45.305,0.00411392405063291
"Azimuth","Female","Lung","Lateral Segmental Bronchus","CL:0000192: smooth muscle cell:2","false","true",1,45.305,0.00411392405063291
"Azimuth","Female","Lung","Lateral Segmental Bronchus","CL:0000192: smooth muscle cell:activated stress response","false","true",2,45.305,0.00411392405063291
"Azimuth","Female","Lung","Lateral Segmental Bronchus","CL:0000236: B cell","false","true",1,309.468,0.0281012658227848
"Azimuth","Female","Lung","Lateral Segmental Bronchus","CL:0000236: B cell:activated","false","true",1,309.468,0.0281012658227848
"Azimuth","Female","Lung","Lateral Segmental Bronchus","CL:0000313: seromucus secreting cell:submucosal gland nasal","false","false",1,16.031,0.00145569620253164
"Azimuth","Female","Lung","Lateral Segmental Bronchus","CL:0000313: serous secreting cell","false","false",1,16.031,0.00145569620253164
"Azimuth","Female","Lung","Lateral Segmental Bronchus","CL:0000313: serous secreting cell:nasal","false","false",1,16.031,0.00145569620253164
"Azimuth","Female","Lung","Lateral Segmental Bronchus","CL:0000492: CD4-positive helper T cell:1","false","true",1,568.055,0.0515822784810126
"Azimuth","Female","Lung","Lateral Segmental Bronchus","CL:0000492: CD4-positive helper T cell:2","false","true",1,568.055,0.0515822784810126
"Azimuth","Female","Lung","Lateral Segmental Bronchus","CL:0000576: monocyte:1","false","true",1,250.92,0.0227848101265823
"Azimuth","Female","Lung","Lateral Segmental Bronchus","CL:0000576: monocyte:2","false","true",1,250.92,0.0227848101265823
"Azimuth","Female","Lung","Lateral Segmental Bronchus","CL:0000583: alveolar macrophage","false","true",1,185.402,0.0168354430379747
"Azimuth","Female","Lung","Lateral Segmental Bronchus","CL:0000583: alveolar macrophage:proliferating","false","true",2,185.402,0.0168354430379747
"Azimuth","Female","Lung","Lateral Segmental Bronchus","CL:0000623: natural killer cell","false","true",1,3.485,0.000316455696202532
"Azimuth","Female","Lung","Lateral Segmental Bronchus","CL:0000623: natural killer cell:CD16-negative, CD56-dim","false","true",1,3.485,0.000316455696202532
"Azimuth","Female","Lung","Lateral Segmental Bronchus","CL:0000623: natural killer cell:CD16-positive, CD56-negative","false","true",1,3.485,0.000316455696202532
"Azimuth","Female","Lung","Lateral Segmental Bronchus","CL:0000623: natural killer cell:proliferating","false","true",3,3.485,0.000316455696202532
"Azimuth","Female","Lung","Lateral Segmental Bronchus","CL:0000913: effector memory CD8-positive, alpha-beta T cell:activated resident memory","false","true",1,748.578,0.0679746835443038
"Azimuth","Female","Lung","Lateral Segmental Bronchus","CL:0000913: effector memory CD8-positive, alpha-beta T cell:follicular","false","true",1,748.578,0.0679746835443038
"Azimuth","Female","Lung","Lateral Segmental Bronchus","CL:0000913: effector memory CD8-positive, alpha-beta T cell:Interferon positive","false","true",1,748.578,0.0679746835443038
"Azimuth","Female","Lung","Lateral Segmental Bronchus","CL:0000913: effector memory CD8-positive, alpha-beta T cell:resident memory","false","true",1,748.578,0.0679746835443038
"Azimuth","Female","Lung","Lateral Segmental Bronchus","CL:0002062: type I pneumocyte","false","true",1,1874.233,0.170189873417721
"Azimuth","Female","Lung","Lateral Segmental Bronchus","CL:0002063: type II pneumocyte","false","true",1,1403.061,0.127405063291139
"Azimuth","Female","Lung","Lateral Segmental Bronchus","CL:0002063: type II pneumocyte:proliferating","false","true",2,1403.061,0.127405063291139
"Azimuth","Female","Lung","Lateral Segmental Bronchus","CL:0002075: brush cell of trachebronchial tree","false","false",1,3.485,0.000316455696202532
"Azimuth","Female","Lung","Lateral Segmental Bronchus","CL:0002138: endothelial cell of lymphatic vessel:1","false","true",1,215.373,0.0195569620253165
"Azimuth","Female","Lung","Lateral Segmental Bronchus","CL:0002138: endothelial cell of lymphatic vessel:2","false","true",1,215.373,0.0195569620253165
"Azimuth","Female","Lung","Lateral Segmental Bronchus","CL:0002138: endothelial cell of lymphatic vessel:differentiating","false","true",1,215.373,0.0195569620253165
"Azimuth","Female","Lung","Lateral Segmental Bronchus","CL:0002138: endothelial cell of lymphatic vessel:mature","false","true",1,215.373,0.0195569620253165
"Azimuth","Female","Lung","Lateral Segmental Bronchus","CL:0002138: endothelial cell of lymphatic vessel:proliferating","false","true",1,215.373,0.0195569620253165
"Azimuth","Female","Lung","Lateral Segmental Bronchus","CL:0002144: EC general capillary","false","true",1,729.062,0.0662025316455696
"Azimuth","Female","Lung","Lateral Segmental Bronchus","CL:0002241: pulmonary interstitial fibroblast","false","false",1,115.702,0.0105063291139241
"Azimuth","Female","Lung","Lateral Segmental Bronchus","CL:0002399: CD1c-positive myeloid dendritic cell","false","true",1,220.252,0.02
"Azimuth","Female","Lung","Lateral Segmental Bronchus","CL:0002399: CD1c-positive myeloid dendritic cell:1","false","true",1,220.252,0.02
"Azimuth","Female","Lung","Lateral Segmental Bronchus","CL:0002399: CD1c-positive myeloid dendritic cell:2","false","true",3,220.252,0.02
"Azimuth","Female","Lung","Lateral Segmental Bronchus","CL:0002399: CD1c-positive myeloid dendritic cell:3","false","true",2,220.252,0.02
"Azimuth","Female","Lung","Lateral Segmental Bronchus","CL:0002399: CD1c-positive myeloid dendritic cell:4","false","true",1,220.252,0.02
"Azimuth","Female","Lung","Lateral Segmental Bronchus","CL:0002399: CD1c-positive myeloid dendritic cell:5","false","true",1,220.252,0.02
"Azimuth","Female","Lung","Lateral Segmental Bronchus","CL:0002480: nasal mucosa goblet cell","false","false",1,5.576,0.000506329113924051
"Azimuth","Female","Lung","Lateral Segmental Bronchus","CL:0002633: respiratory basal cell:resting","false","false",2,16.728,0.00151898734177215
"Azimuth","Female","Lung","Lateral Segmental Bronchus","CL:0005006: Ionocyte","false","true",1,37.638,0.00341772151898734
"Azimuth","Female","Lung","Lateral Segmental Bronchus","CL:0005012: multi-ciliated epithelial cell:nasal","false","false",2,274.618,0.0249367088607595
"Azimuth","Female","Lung","Lateral Segmental Bronchus","CL:0005012: multi-ciliated epithelial cell:respiratory system","false","false",1,274.618,0.0249367088607595
"Azimuth","Female","Lung","Lateral Segmental Bronchus","CL:0009089: lung pericyte","false","true",1,271.133,0.024620253164557
"Azimuth","Female","Lung","Lateral Segmental Bronchus","CL:1000413: EC arterial","false","true",1,61.336,0.00556962025316456
"Azimuth","Female","Lung","Lateral Segmental Bronchus","CL:1000414: EC venous pulmonary","false","true",1,36.244,0.00329113924050633
"Azimuth","Female","Lung","Lateral Segmental Bronchus","CL:4028003: alveolar capillary type 2 endothelial cell","false","true",1,138.006,0.0125316455696202
"Azimuth","Female","Lung","Lateral Segmental Bronchus","CL:4028004: alveolar type 1 fibroblast cell","false","true",1,1352.18,0.122784810126582
"Azimuth","Female","Lung","Lateral Segmental Bronchus","CL:4028006: alveolar type 2 fibroblast cell","false","true",1,354.773,0.0322151898734177
"Azimuth","Female","Lung","Medial Bronchopulmonary Segment","ASCTB-TEMP:interstitial-m-perivascular: Interstitial Mφ perivascular","false","false",1,243,0.015379746835443
"Azimuth","Female","Lung","Medial Bronchopulmonary Segment","ASCTB-TEMP:monocyte-derived-m: Monocyte-derived Mφ","false","false",1,800,0.0506329113924051
"Azimuth","Female","Lung","Medial Bronchopulmonary Segment","ASCTB-TEMP:non-classical-monocytes: Non-classical monocytes","false","false",1,1129,0.0714556962025316
"Azimuth","Female","Lung","Medial Bronchopulmonary Segment","ASCTB-TEMP:transitional-club-at2: Transitional Club-AT2","false","false",1,75,0.00474683544303797
"Azimuth","Female","Lung","Medial Bronchopulmonary Segment","CL:0000084: T cell:cycling","false","true",2,14,0.000886075949367089
"Azimuth","Female","Lung","Medial Bronchopulmonary Segment","CL:0000084: T cell:proliferating","false","true",3,14,0.000886075949367089
"Azimuth","Female","Lung","Medial Bronchopulmonary Segment","CL:0000097: mast cell","false","true",1,18,0.00113924050632911
"Azimuth","Female","Lung","Medial Bronchopulmonary Segment","CL:0000158: club cell:nasal","false","true",2,1,0.0000632911392405063
"Azimuth","Female","Lung","Medial Bronchopulmonary Segment","CL:0000158: club cell:non-nasal","false","true",1,1,0.0000632911392405063
"Azimuth","Female","Lung","Medial Bronchopulmonary Segment","CL:0000158: club cell:tracheobronchial","false","true",1,1,0.0000632911392405063
"Azimuth","Female","Lung","Medial Bronchopulmonary Segment","CL:0000158: club cell:transitional alveolar type 2 epithelial cell","false","true",1,1,0.0000632911392405063
"Azimuth","Female","Lung","Medial Bronchopulmonary Segment","CL:0000158: club:transitional AT2","false","true",1,1,0.0000632911392405063
"Azimuth","Female","Lung","Medial Bronchopulmonary Segment","CL:0000186: myofibroblast cell","false","true",1,268,0.0169620253164557
"Azimuth","Female","Lung","Medial Bronchopulmonary Segment","CL:0000192: smooth muscle cell","false","true",1,65,0.00411392405063291
"Azimuth","Female","Lung","Medial Bronchopulmonary Segment","CL:0000192: smooth muscle cell:1","false","true",1,65,0.00411392405063291
"Azimuth","Female","Lung","Medial Bronchopulmonary Segment","CL:0000192: smooth muscle cell:2","false","true",1,65,0.00411392405063291
"Azimuth","Female","Lung","Medial Bronchopulmonary Segment","CL:0000192: smooth muscle cell:activated stress response","false","true",2,65,0.00411392405063291
"Azimuth","Female","Lung","Medial Bronchopulmonary Segment","CL:0000236: B cell","false","true",1,444,0.0281012658227848
"Azimuth","Female","Lung","Medial Bronchopulmonary Segment","CL:0000236: B cell:activated","false","true",1,444,0.0281012658227848
"Azimuth","Female","Lung","Medial Bronchopulmonary Segment","CL:0000313: seromucus secreting cell:submucosal gland nasal","false","false",1,23,0.00145569620253165
"Azimuth","Female","Lung","Medial Bronchopulmonary Segment","CL:0000313: serous secreting cell","false","false",1,23,0.00145569620253165
"Azimuth","Female","Lung","Medial Bronchopulmonary Segment","CL:0000313: serous secreting cell:nasal","false","false",1,23,0.00145569620253165
"Azimuth","Female","Lung","Medial Bronchopulmonary Segment","CL:0000492: CD4-positive helper T cell:1","false","true",1,815,0.0515822784810127
"Azimuth","Female","Lung","Medial Bronchopulmonary Segment","CL:0000492: CD4-positive helper T cell:2","false","true",1,815,0.0515822784810127
"Azimuth","Female","Lung","Medial Bronchopulmonary Segment","CL:0000576: monocyte:1","false","true",1,360,0.0227848101265823
"Azimuth","Female","Lung","Medial Bronchopulmonary Segment","CL:0000576: monocyte:2","false","true",1,360,0.0227848101265823
"Azimuth","Female","Lung","Medial Bronchopulmonary Segment","CL:0000583: alveolar macrophage","false","true",1,266,0.0168354430379747
"Azimuth","Female","Lung","Medial Bronchopulmonary Segment","CL:0000583: alveolar macrophage:proliferating","false","true",2,266,0.0168354430379747
"Azimuth","Female","Lung","Medial Bronchopulmonary Segment","CL:0000623: natural killer cell","false","true",1,5,0.000316455696202532
"Azimuth","Female","Lung","Medial Bronchopulmonary Segment","CL:0000623: natural killer cell:CD16-negative, CD56-dim","false","true",1,5,0.000316455696202532
"Azimuth","Female","Lung","Medial Bronchopulmonary Segment","CL:0000623: natural killer cell:CD16-positive, CD56-negative","false","true",1,5,0.000316455696202532
"Azimuth","Female","Lung","Medial Bronchopulmonary Segment","CL:0000623: natural killer cell:proliferating","false","true",3,5,0.000316455696202532
"Azimuth","Female","Lung","Medial Bronchopulmonary Segment","CL:0000913: effector memory CD8-positive, alpha-beta T cell:activated resident memory","false","true",1,1074,0.0679746835443038
"Azimuth","Female","Lung","Medial Bronchopulmonary Segment","CL:0000913: effector memory CD8-positive, alpha-beta T cell:follicular","false","true",1,1074,0.0679746835443038
"Azimuth","Female","Lung","Medial Bronchopulmonary Segment","CL:0000913: effector memory CD8-positive, alpha-beta T cell:Interferon positive","false","true",1,1074,0.0679746835443038
"Azimuth","Female","Lung","Medial Bronchopulmonary Segment","CL:0000913: effector memory CD8-positive, alpha-beta T cell:resident memory","false","true",1,1074,0.0679746835443038
"Azimuth","Female","Lung","Medial Bronchopulmonary Segment","CL:0002062: type I pneumocyte","false","true",1,2689,0.170189873417721
"Azimuth","Female","Lung","Medial Bronchopulmonary Segment","CL:0002063: type II pneumocyte","false","true",1,2013,0.127405063291139
"Azimuth","Female","Lung","Medial Bronchopulmonary Segment","CL:0002063: type II pneumocyte:proliferating","false","true",2,2013,0.127405063291139
"Azimuth","Female","Lung","Medial Bronchopulmonary Segment","CL:0002075: brush cell of trachebronchial tree","false","false",1,5,0.000316455696202532
"Azimuth","Female","Lung","Medial Bronchopulmonary Segment","CL:0002138: endothelial cell of lymphatic vessel:1","false","true",1,309,0.0195569620253165
"Azimuth","Female","Lung","Medial Bronchopulmonary Segment","CL:0002138: endothelial cell of lymphatic vessel:2","false","true",1,309,0.0195569620253165
"Azimuth","Female","Lung","Medial Bronchopulmonary Segment","CL:0002138: endothelial cell of lymphatic vessel:differentiating","false","true",1,309,0.0195569620253165
"Azimuth","Female","Lung","Medial Bronchopulmonary Segment","CL:0002138: endothelial cell of lymphatic vessel:mature","false","true",1,309,0.0195569620253165
"Azimuth","Female","Lung","Medial Bronchopulmonary Segment","CL:0002138: endothelial cell of lymphatic vessel:proliferating","false","true",1,309,0.0195569620253165
"Azimuth","Female","Lung","Medial Bronchopulmonary Segment","CL:0002144: EC general capillary","false","true",1,1046,0.0662025316455696
"Azimuth","Female","Lung","Medial Bronchopulmonary Segment","CL:0002241: pulmonary interstitial fibroblast","false","false",1,166,0.0105063291139241
"Azimuth","Female","Lung","Medial Bronchopulmonary Segment","CL:0002399: CD1c-positive myeloid dendritic cell","false","true",1,316,0.02
"Azimuth","Female","Lung","Medial Bronchopulmonary Segment","CL:0002399: CD1c-positive myeloid dendritic cell:1","false","true",1,316,0.02
"Azimuth","Female","Lung","Medial Bronchopulmonary Segment","CL:0002399: CD1c-positive myeloid dendritic cell:2","false","true",3,316,0.02
"Azimuth","Female","Lung","Medial Bronchopulmonary Segment","CL:0002399: CD1c-positive myeloid dendritic cell:3","false","true",2,316,0.02
"Azimuth","Female","Lung","Medial Bronchopulmonary Segment","CL:0002399: CD1c-positive myeloid dendritic cell:4","false","true",1,316,0.02
"Azimuth","Female","Lung","Medial Bronchopulmonary Segment","CL:0002399: CD1c-positive myeloid dendritic cell:5","false","true",1,316,0.02
"Azimuth","Female","Lung","Medial Bronchopulmonary Segment","CL:0002480: nasal mucosa goblet cell","false","false",1,8,0.000506329113924051
"Azimuth","Female","Lung","Medial Bronchopulmonary Segment","CL:0002633: respiratory basal cell:resting","false","false",2,24,0.00151898734177215
"Azimuth","Female","Lung","Medial Bronchopulmonary Segment","CL:0005006: Ionocyte","false","true",1,54,0.00341772151898734
"Azimuth","Female","Lung","Medial Bronchopulmonary Segment","CL:0005012: multi-ciliated epithelial cell:nasal","false","false",2,394,0.0249367088607595
"Azimuth","Female","Lung","Medial Bronchopulmonary Segment","CL:0005012: multi-ciliated epithelial cell:respiratory system","false","false",1,394,0.0249367088607595
"Azimuth","Female","Lung","Medial Bronchopulmonary Segment","CL:0009089: lung pericyte","false","true",1,389,0.024620253164557
"Azimuth","Female","Lung","Medial Bronchopulmonary Segment","CL:1000413: EC arterial","false","true",1,88,0.00556962025316456
"Azimuth","Female","Lung","Medial Bronchopulmonary Segment","CL:1000414: EC venous pulmonary","false","true",1,52,0.00329113924050633
"Azimuth","Female","Lung","Medial Bronchopulmonary Segment","CL:4028003: alveolar capillary type 2 endothelial cell","false","true",1,198,0.0125316455696202
"Azimuth","Female","Lung","Medial Bronchopulmonary Segment","CL:4028004: alveolar type 1 fibroblast cell","false","true",1,1940,0.122784810126582
"Azimuth","Female","Lung","Medial Bronchopulmonary Segment","CL:4028006: alveolar type 2 fibroblast cell","false","true",1,509,0.0322151898734177
"Azimuth","Male","Lung","Lateral Bronchopulmonary Segment","ASCTB-TEMP:alveolar-m-proliferating: Alveolar Mφ proliferating","false","false",1,2,0.00000352019713103934
"Azimuth","Male","Lung","Lateral Bronchopulmonary Segment","ASCTB-TEMP:interstitial-m-perivascular: Interstitial Mφ perivascular","false","false",1,431,0.000758602481738977
"Azimuth","Male","Lung","Lateral Bronchopulmonary Segment","ASCTB-TEMP:monocyte-derived-m: Monocyte-derived Mφ","false","false",1,1406,0.00247469858312066
"Azimuth","Male","Lung","Lateral Bronchopulmonary Segment","ASCTB-TEMP:non-classical-monocytes: Non-classical monocytes","false","false",1,3843,0.00676405878729209
"Azimuth","Male","Lung","Lateral Bronchopulmonary Segment","ASCTB-TEMP:transitional-club-at2: Transitional Club-AT2","false","false",1,1157,0.00203643404030626
"Azimuth","Male","Lung","Lateral Bronchopulmonary Segment","CL:0000084: T cell:cycling","false","true",2,17,0.0000299216756138344
