dataset_id,organ,is_rui_registered,assay_type,publication_status,group_name,uuid
SNT252.PDBL.869,Lung (Left),True,RNAseq,Invalid,TMC - University of Pittsburgh,0007ecd21ba1007b3da9287b8d49b016
SNT256.FNMQ.847,Lung (Left),True,RNAseq,Invalid,TMC - University of Pittsburgh,80cbe78c16b94657716767a85c599e22
SNT333.TCPG.622,Lung (Left),True,RNAseq,Invalid,TMC - University of Pittsburgh,890413f00e9a78adedad62eca8edfb05
SNT977.LJWW.745,Lung (Left),True,RNAseq,Invalid,TMC - University of Pittsburgh,f8c7acf9ae93000ec6e6b6bb42926884
SNT335.JJTT.368,Lung (Left),True,RNAseq,Invalid,TMC - University of Pittsburgh,7c110a91e1df00ecacf4648ec89aa9ce
SNT742.JNNV.669,Lung (Left),True,RNAseq (with probes),QA,TMC - University of Pittsburgh,3352d5ca84efe2354605b3a0413804a9
SNT862.ZCGR.393,Pancreas,True,PhenoCycler,Submitted,TMC - UConn Health,de0d15bb4f3a7206f283d50a20009835
SNT795.BPPH.265,Pancreas,True,PhenoCycler,Submitted,TMC - UConn Health,ab8c9942ccfcaab68132fc0c2210d4a7
SNT596.SHPB.547,Pancreas,True,PhenoCycler,Submitted,TMC - UConn Health,4372a4f1ac68ad3164dc165e74e355ed
SNT627.QLGT.334,Pancreas,True,PhenoCycler,Submitted,TMC - UConn Health,1255f1fcb7c124bcd8e0a8698beade7a
SNT573.WGLC.228,Pancreas,True,PhenoCycler,Submitted,TMC - UConn Health,233117fbea86ada841c6a403428b5c24
SNT644.JNVG.838,Pancreas,True,PhenoCycler,Submitted,TMC - UConn Health,4552490ec3bea0a5e28d8a76a02f9296
SNT484.VLRN.777,Pancreas,True,PhenoCycler,QA,TMC - UConn Health,374df250e3f9840ec967b94a6a874f72
SNT286.JGNN.627,Pancreas,True,PhenoCycler,Submitted,TMC - UConn Health,c3015d379ab50bd9c55564c0ec1a74b3
SNT875.CQHZ.729,Pancreas,True,PhenoCycler,QA,TMC - UConn Health,8c3a01d25ea42de18f57cdd3e6a7a4ac
SNT698.SDDZ.856,Pancreas,True,PhenoCycler,Submitted,TMC - UConn Health,533446134cfda77c5ca4994df4e59480
SNT648.ZXJN.243,Pancreas,True,PhenoCycler,Submitted,TMC - UConn Health,f834f15a774da41c4502fc538b405910
SNT784.CTSB.768,Pancreas,True,PhenoCycler,QA,TMC - UConn Health,ab1ac2b909eb29be1906b2bc5a51c32a
SNT875.TRXP.974,Pancreas,True,PhenoCycler,Submitted,TMC - UConn Health,a2415317b43ed292bbc08ce807bf252e
SNT232.FJLG.226,Pancreas,True,PhenoCycler,Submitted,TMC - UConn Health,78ff15a9ee66a4a34546112249a3845a
SNT566.MMZS.524,Pancreas,True,PhenoCycler,QA,TMC - UConn Health,75ed870d6efaba2e49b48f9532fbcfe2
SNT897.VSTT.499,Pancreas,True,PhenoCycler,Submitted,TMC - UConn Health,4115cfc61a9d072dd22b7cd34e29c117
SNT227.HLMG.672,Pancreas,True,PhenoCycler,Submitted,TMC - UConn Health,4a62a9523ca3714120097490df131429
SNT746.KLCD.884,Pancreas,True,PhenoCycler,Submitted,TMC - UConn Health,41be244edb43d99e5e43530269f6328f
SNT889.VWTS.665,Pancreas,True,PhenoCycler,Submitted,TMC - UConn Health,ee32ffedd0a840b8d5a9cf5fa8ce752b
SNT625.RQQB.697,Pancreas,True,PhenoCycler,Submitted,TMC - UConn Health,86c691ac3ea3df1d5c7de67a4b80d2b5
SNT968.CNVR.547,Pancreas,True,PhenoCycler,Submitted,TMC - UConn Health,10d00b01b6a703fd4027ea616087dab6
SNT579.VWBM.349,Pancreas,True,PhenoCycler,Submitted,TMC - UConn Health,509bb8df3f0b87fb6255caf7c9ceff7f
SNT282.BJJD.359,Pancreas,True,PhenoCycler,Submitted,TMC - UConn Health,4397bf4d4b04c848eb9a3bf8fe63372f
SNT393.GWVP.327,Pancreas,True,PhenoCycler,QA,TMC - UConn Health,97edd3de4c1938e8f74fc8299f616522
SNT899.SNPF.886,Pancreas,True,PhenoCycler,QA,TMC - UConn Health,758b69a00d540b19254687550c47b967
SNT767.RNPQ.555,Pancreas,True,PhenoCycler,QA,TMC - UConn Health,390693b46ce9e68c914fa3b92de4523e
SNT655.BDDB.932,Pancreas,True,PhenoCycler,Submitted,TMC - UConn Health,c535eb1baa5fe8a4746a105ad9804a96
SNT259.BMKL.534,Pancreas,True,PhenoCycler,Submitted,TMC - UConn Health,314f824a8a75c2609c9b9b807038e9c3
SNT354.RXSZ.786,Pancreas,True,PhenoCycler,QA,TMC - UConn Health,b341c5634baff6caab1af6dcb30954c8
SNT994.DSMZ.295,Pancreas,True,PhenoCycler,QA,TMC - UConn Health,b2171336bc238e0ed20193dd476d3ec8
SNT526.CQPM.545,Pancreas,True,PhenoCycler,QA,TMC - UConn Health,4854c752928e22235c0b7831c99e9af0
SNT675.RVCH.574,Pancreas,True,PhenoCycler,QA,TMC - UConn Health,67522b8379d743380f869e4a416f1072
SNT348.JSFB.844,Pancreas,True,PhenoCycler,QA,TMC - UConn Health,4511d2358105d653ecfadf728d71989e
SNT293.BKLC.746,Pancreas,True,PhenoCycler,QA,TMC - UConn Health,c411d095a71542ed499a58c33a06c77e
SNT559.ZZRJ.483,Pancreas,True,PhenoCycler,QA,TMC - UConn Health,ae56945235ceba4a10ad3bdf6857ea1a
SNT869.STFX.963,Pancreas,True,PhenoCycler,QA,TMC - UConn Health,4d0b0a53b615dcee7139f8309276c89d
SNT965.FRLZ.954,Pancreas,True,PhenoCycler,QA,TMC - UConn Health,4bcb37abeb49fe1008286a29e27d5035
SNT576.XCTW.447,Pancreas,True,PhenoCycler,QA,TMC - UConn Health,c345f3fe96735611af68f87826458751
SNT944.MDJL.937,Pancreas,True,PhenoCycler,QA,TMC - UConn Health,9097c959ce6a0a9350aee655afbbfbcd
SNT238.BDXP.758,Pancreas,True,PhenoCycler,QA,TMC - UConn Health,b22f477c842863289c7211d722cc3e2d
SNT869.BZSX.693,Pancreas,True,PhenoCycler,QA,TMC - UConn Health,ac1859c464abd41362bc2b7690412e23
SNT566.ZWLL.659,Pancreas,True,PhenoCycler,QA,TMC - UConn Health,904772c631a32bc4754165968089ef36
SNT743.SRRW.693,Pancreas,True,PhenoCycler,QA,TMC - UConn Health,0a39b0d0be0d717d578fb3f81f1e7487
SNT485.LTGT.626,Pancreas,True,PhenoCycler,QA,TMC - UConn Health,56a94df9263243d40917b77ead4fd602
SNT888.FBTC.337,Pancreas,True,PhenoCycler,QA,TMC - UConn Health,092f6cac9dcf8fc492aa5cd7e949c015
SNT384.QVBX.656,Pancreas,True,PhenoCycler,QA,TMC - UConn Health,3264554954f02dfbe4c1c21fc1b026c4
SNT232.WRNN.464,Pancreas,True,PhenoCycler,QA,TMC - UConn Health,928a2d50a99fcec87e340c87943e6ae9
SNT259.CJLT.434,Pancreas,True,PhenoCycler,QA,TMC - UConn Health,bbcaa37f9e27774a3c84f12937f70423
SNT288.CSJP.746,Pancreas,True,PhenoCycler,QA,TMC - UConn Health,aa102fe5b51190f49c8ac524cd01f33b
SNT854.XMTZ.298,Pancreas,True,PhenoCycler,QA,TMC - UConn Health,af86b8a055bbe86834968b6d97e19766
SNT438.XCZX.574,Pancreas,True,PhenoCycler,QA,TMC - UConn Health,0ccf115fd39d06d71ec9fb9222442f23
SNT342.LJJG.548,Lymph Node,True,PhenoCycler,QA,TMC - Yale University - Fan,a64657252f043b7bb69c3708ffbba7a6
SNT274.LLQL.874,Lymph Node,True,PhenoCycler,QA,TMC - Yale University - Fan,135882718ff1eb0458694ea1250acfe5
SNT744.CVVX.288,Lymph Node,True,PhenoCycler,QA,TMC - Yale University - Fan,c9548e1edbc3e64403b7f5aca6c9d3e0
SNT973.KKWN.988,Lymph Node,True,PhenoCycler,QA,TMC - Yale University - Fan,62d6b6d5847a5309bdc331799fcf8340
SNT854.HFJJ.949,Lymph Node,True,PhenoCycler,QA,TMC - Yale University - Fan,ee256124f23ce4870efb8a74706b6bb2
SNT833.ZVGV.835,Lung (Right),True,PhenoCycler,QA,TMC - University of Pittsburgh,97e37f1bb6308bd40cbbb1720a03fd9f
SNT237.KTWC.347,Lung (Right),True,PhenoCycler,QA,TMC - University of Pittsburgh,bb85284aaae65334e047066fdb59b621
SNT848.FQCP.636,Lung (Right),True,PhenoCycler,QA,TMC - University of Pittsburgh,f8c067a5fa9b567c83fd0ab445e15d06
SNT867.FTZQ.228,Lung (Right),True,PhenoCycler,QA,TMC - University of Pittsburgh,cf026c9ae96e94600845e03a5ef3528e
SNT639.CBTK.592,Lung (Right),True,PhenoCycler,QA,TMC - University of Pittsburgh,581ad3683837f2431f74190246bc2244
SNT996.JQKF.898,Lung (Right),True,PhenoCycler,QA,TMC - University of Pittsburgh,54668084cb1ddf461be62828f0c911d4
SNT262.DHLG.472,Pancreas,True,PhenoCycler,Submitted,TMC - UConn Health,80da1ae27be5db7580ae57c93e3c683a
SNT556.PJVL.455,Liver,False,Visium (with probes),QA,TMC - University of Minnesota - Niedernhofer,ca12e30a68bece68d5bc81996142102e
SNT782.NQRT.677,Liver,False,Visium (with probes),QA,TMC - University of Minnesota - Niedernhofer,ce3ce7f1307ef932e81c75538d51d572
SNT252.ZWFX.448,Liver,False,Visium (with probes),QA,TMC - University of Minnesota - Niedernhofer,9217e5b9054e20398f37b2fa930e351b
SNT748.GHMR.688,,N/A,Visium (with probes),QA,TMC - University of Minnesota - Niedernhofer,e23dd7454b24baeafa3792611bd2cdb1
SNT896.QDXS.668,Liver,False,Visium (with probes),QA,TMC - University of Minnesota - Niedernhofer,bf0920fa78812998200b523a018759b7
SNT967.MXGP.682,,N/A,Visium (with probes),QA,TMC - University of Minnesota - Niedernhofer,5de3949c587b3ad5410922d6a45a205b
SNT696.QGBM.388,Liver,False,Visium (with probes),QA,TMC - University of Minnesota - Niedernhofer,bfec803586d41d79246074d7adb1c05d
SNT243.NVWB.842,Liver,False,Visium (with probes),QA,TMC - University of Minnesota - Niedernhofer,d0967c2fe6bea739971c610ac203668d
SNT598.KLNB.477,Liver,False,Visium (with probes),QA,TMC - University of Minnesota - Niedernhofer,93754256af601f1ccd2b39d76eada9d2
SNT644.JRML.858,Liver,False,Visium (with probes),QA,TMC - University of Minnesota - Niedernhofer,e33100bd30ae8f650c99d74b9232dc71
SNT484.LKHZ.392,Liver,False,Visium (with probes),QA,TMC - University of Minnesota - Niedernhofer,78f74feb77f37498572890d4b5c9cd7a
SNT654.KLKW.237,,N/A,Visium (with probes),QA,TMC - University of Minnesota - Niedernhofer,9f404ae72a6ec489080f81ea3edbdb76
SNT797.KVSK.253,Heart,True,Histology,Published,TMC - University of Pittsburgh,25207c82a9aa010924f8e0888d05237d
SNT847.JDQF.283,Heart,True,Histology,Published,TMC - University of Pittsburgh,07dae0fdfab1c8689d6e7ec2ac7ad48d
SNT995.GMSH.246,Lung (Left),True,RNAseq (with probes),QA,TMC - University of Pittsburgh,5e1a4fdeb1a385050cb88f8a6e625e0a
SNT354.SGMV.966,Lung (Right),True,RNAseq (with probes),QA,TMC - University of Pittsburgh,d17d5ec33bb9a0c0e44a75eb9414dfe6
SNT934.HFPD.747,Lung (Left),True,RNAseq (with probes),QA,TMC - University of Pittsburgh,d7fbe78fce4595d23567f572abaae647
SNT524.VJTP.465,Lung (Right),True,RNAseq (with probes),QA,TMC - University of Pittsburgh,dcaa1ebcf6cb7d698583b460bdb224d0
SNT946.DFDT.863,Lung (Right),True,RNAseq (with probes),QA,TMC - University of Pittsburgh,f59a661744bab78450240bd24a462cfa
SNT978.XPTD.876,Pancreas,True,Histology,Published,TMC - UConn Health,1d6f234f6e5b9bd3b9ff3c25da746b1d
SNT837.KBLX.772,Pancreas,True,Histology,Published,TMC - UConn Health,52b74b17e2d8e2bb5ec60a9018cfd897
SNT927.DJFK.892,Pancreas,True,Histology,Published,TMC - UConn Health,c39683c45557a99d9a003a6af9969ed5
SNT793.PLMG.493,Pancreas,True,Histology,Published,TMC - UConn Health,0eb1b45770fff3286244dd7b495b5d73
SNT658.LTKS.698,Pancreas,True,Histology,Published,TMC - UConn Health,663a58d244618b368c0c19fac95262dc
SNT634.CVMQ.352,Pancreas,True,Histology,Published,TMC - UConn Health,7e455236b8f6c02313072231d0a3fc5c
SNT793.XSZW.623,Pancreas,True,Histology,Published,TMC - UConn Health,4ad421cc82a93d93f72e466cd26c165d
SNT997.HMLL.254,Pancreas,True,Histology,Published,TMC - UConn Health,712f2442aa97eef04ec8e496848bfaa7
SNT427.HMXG.623,Brain,True,Visium (no probes),QA,TMC - Columbia University,823d80e5dd7da897f75d5b70f987390b
SNT325.JSWN.299,Brain,True,Visium (no probes),Submitted,TMC - Columbia University,0e38b01533af5428ec451b86b20208ad
SNT242.PRTR.536,Brain,True,Visium (no probes),Invalid,TMC - Columbia University,6f6d9258591b42d02f3b216c75d3f05e
SNT533.HVVZ.655,Brain,True,Visium (no probes),Published,TMC - Columbia University,2d7b06dbfa1563e99f9e8191f6376582
SNT957.BZFW.483,Brain,True,Visium (no probes),Published,TMC - Columbia University,65a8733f68358cf43e0f05e37abb88a5
SNT864.DZRR.663,Brain,True,Visium (no probes),QA,TMC - Columbia University,034892aa1504a1de140184044868ae2d
SNT656.TCKX.886,Brain,True,Visium (no probes),Published,TMC - Columbia University,9c5ea5132507c5714b6f961e1b3fefb8
SNT549.CTTR.899,Brain,True,Visium (no probes),Published,TMC - Columbia University,1f0186faccd4091d5be57fd173b05e47
SNT565.KDVX.662,Brain,True,Visium (no probes),QA,TMC - Columbia University,8c64ef6d949c0e629860f5b820162507
SNT699.FVQD.882,Brain,True,Visium (no probes),QA,TMC - Columbia University,cc993e41716acda7802749e27fdb467b
SNT686.GWRP.965,Brain,True,Visium (no probes),QA,TMC - Columbia University,71cf6b4e6aa3a243bda95b36850ee18b
SNT558.SVKC.667,Brain,True,Visium (no probes),QA,TMC - Columbia University,0a7cfd7db2d9d4ac6c6a09265d098f32
SNT824.FPTV.395,Brain,True,Visium (no probes),QA,TMC - Columbia University,ae32209f7993b51ea67b017dfe3ceb4b
SNT725.JDMR.532,Brain,True,Visium (no probes),QA,TMC - Columbia University,3adafea100e36597a367a0814de9241b
SNT378.RZMS.765,Brain,True,Visium (no probes),QA,TMC - Columbia University,2160dc867e8fd18682998fa20cd5eba8
SNT872.JMVT.257,Brain,True,Visium (no probes),QA,TMC - Columbia University,fc2e53a5b57911a7728e4837b3f3b913
SNT959.CPDJ.866,Brain,True,Visium (no probes),QA,TMC - Columbia University,a0972f11caf1b4d4117299d512a61035
SNT546.TJBS.438,Brain,True,Visium (no probes),QA,TMC - Columbia University,d22c64850d93b3b7107ec4a76c604bb7
SNT358.GRPL.542,Brain,True,Visium (no probes),QA,TMC - Columbia University,dc276994acab730a3c6e0f71daed1570
SNT462.GRLG.379,Brain,True,Visium (no probes),QA,TMC - Columbia University,849c6ac069b66be57f0b58eeee8ecfd0
SNT799.RXGT.454,Brain,True,Visium (no probes),QA,TMC - Columbia University,8d1faa5aaaa88e07b745ef239e37d292
SNT894.RCBP.776,Brain,True,Visium (no probes),QA,TMC - Columbia University,38c678ab457649d322d0db5ff522d8a4
SNT538.KWDZ.788,Brain,True,Visium (no probes),QA,TMC - Columbia University,c5489dc234a2f1567269ae464ea74222
SNT557.DTSB.264,Brain,True,Visium (no probes),QA,TMC - Columbia University,276376ba7e8450cb687f21ff128bc5b1
SNT697.SJWB.678,Brain,True,Visium (no probes),Error,TMC - Columbia University,c8fe2682a5f956bc5dc716aacb9bdd36
SNT846.NGKN.365,Brain,True,Visium (no probes),QA,TMC - Columbia University,44ad2ebf943e8f931787faeaf23dfef2
SNT236.RVZG.586,Brain,True,Visium (no probes),QA,TMC - Columbia University,16e4e93471943fe829efe595ce7e177c
SNT567.SQSZ.326,Brain,True,Visium (no probes),QA,TMC - Columbia University,59405023bd988ee75f59569079d6206b
SNT428.FRXT.865,Brain,True,Visium (no probes),QA,TMC - Columbia University,8d58025516fd773d201efba1798672a4
SNT734.GFVF.399,Brain,True,Visium (no probes),QA,TMC - Columbia University,1fb7296dda5f38c35d3d48b206c001e5
SNT539.LNNW.258,Pancreas,True,Histology,Published,TMC - UConn Health,abb62eecfc510d8894a633982c59140f
SNT585.VJWJ.946,Pancreas,True,Histology,Published,TMC - UConn Health,27964cf4d490cd3ee060e543756a2f44
SNT949.FFWN.438,Pancreas,True,Histology,Published,TMC - UConn Health,48efbfb90eb8748d5711cce686fa2978
SNT745.PKPC.642,Pancreas,True,Histology,Published,TMC - UConn Health,0aaa522a43a36ae7457bf447d0ab16d2
SNT484.JHWT.849,Pancreas,True,Histology,Published,TMC - UConn Health,59c66498c24254402adec79b00cb6c8d
SNT943.BNZW.679,Pancreas,True,Histology,Published,TMC - UConn Health,e1b0fb6b7edf6b6710f1522d74b2c74f
SNT766.QMTB.639,Pancreas,True,Histology,Published,TMC - UConn Health,c4c1c31ba2e08ccdd5025283c6d2d45c
SNT447.PJQV.362,Pancreas,True,Histology,Published,TMC - UConn Health,daa68fe730cfaefd6f5f3a4f9846ced2
SNT845.JPGR.362,Pancreas,True,Histology,Published,TMC - UConn Health,a2bea5b04649fdf223e336088c553b0f
SNT298.VPHH.868,Pancreas,True,Histology,Published,TMC - UConn Health,a4abea25d52b2910fd8beea0b59483ce
SNT479.CZNF.385,Pancreas,True,Histology,Published,TMC - UConn Health,d38154b68f3dfabb505d8688bf476c04
SNT866.RJMX.935,Pancreas,True,Histology,Published,TMC - UConn Health,7aa2b494c55b617a3f35e1316a399756
SNT538.JQXR.565,Pancreas,True,Histology,Published,TMC - UConn Health,dedf7625b0f21d5467a283d2339449e9
SNT362.ZQGQ.366,Pancreas,True,Histology,Published,TMC - UConn Health,90a73ed7102a2cd85a91c4f35178fe06
SNT439.SDZJ.242,Pancreas,True,Histology,Published,TMC - UConn Health,e45948c1be1b85f0c18d75a9407cba41
SNT884.WSSZ.833,Pancreas,True,Histology,Published,TMC - UConn Health,4d7370928038aeadef8aa323be8ca2dc
SNT235.VGSP.534,Pancreas,True,Histology,Published,TMC - UConn Health,4aaf2abcf2a06d793a78a103b1cdc958
SNT454.NQNP.273,Pancreas,True,Histology,Published,TMC - UConn Health,3e897892db16bdc3373829c52b753755
SNT689.CCNP.494,Pancreas,True,Histology,Published,TMC - UConn Health,07eddd1d306b2841c8e19583e3eb2163
SNT335.GXJH.393,Pancreas,True,Histology,Published,TMC - UConn Health,d7c9fcf44a1ef06aa0734c9477361713
SNT696.RCRM.647,Pancreas,True,Histology,Published,TMC - UConn Health,a0bfc9f867daabbb678276b8118dcc6f
SNT787.QHHF.429,Pancreas,True,Histology,Published,TMC - UConn Health,a70dcf172d8da9608e258821be26e963
SNT692.BXRW.622,Pancreas,True,Histology,Published,TMC - UConn Health,06f4ae0bd4fd93b429cd1ba357c17064
SNT927.FSML.574,Pancreas,True,Histology,Published,TMC - UConn Health,629226e22eb4741b526ed6e47215b9f6
SNT779.ZWNM.723,Pancreas,True,Xenium,Submitted,TMC - UConn Health,790a95dc360f6b6c12903a36e612b63e
SNT628.QLSC.387,Pancreas,True,Xenium,Submitted,TMC - UConn Health,1c1852600ffc799fda0a6ae7b737f1f8
SNT634.NMCN.434,Pancreas,True,Xenium,Submitted,TMC - UConn Health,753ea0fafbfa3ed086d99df85c517325
SNT475.QKMC.863,Pancreas,True,Xenium,Submitted,TMC - UConn Health,bc11a96d1163f0f5f5f86309766479f2
SNT636.XRGR.389,Pancreas,True,Xenium,Submitted,TMC - UConn Health,f9301b13535166c4bc3e42d7215b1f31
SNT683.RKSV.344,Pancreas,True,Xenium,Submitted,TMC - UConn Health,e9a4c9e317945019461548f526f4e63c
SNT573.KCWF.748,Pancreas,True,Xenium,Submitted,TMC - UConn Health,1b7f39c2bd191f17eccfa6ab337bcc97
SNT476.RZZN.638,Pancreas,True,Xenium,Submitted,TMC - UConn Health,93d2c0509e5f2c22ad22e2fe32b2f81c
SNT362.LVXS.858,Pancreas,True,Xenium,Submitted,TMC - UConn Health,294cc31d896142558985845dd2473afd
SNT277.VRJX.829,Pancreas,True,Xenium,Submitted,TMC - UConn Health,b956bad4c54377a7b8027e0db0076f61
SNT487.HMBK.922,Pancreas,True,Xenium,Submitted,TMC - UConn Health,98f3f7aec1ddb72d6adbd5761a707225
SNT898.ZLNB.266,Pancreas,True,Xenium,Submitted,TMC - UConn Health,cdc553ecce07e3b2187d970a032be2ce
SNT448.FSPV.274,Pancreas,True,Xenium,Submitted,TMC - UConn Health,20d8c6c3933a01ef86fa263223338b61
SNT484.HRHD.773,Pancreas,True,Xenium,Submitted,TMC - UConn Health,9c9ed1efb8a2a87bf9c3ad29d32693c9
SNT653.ZMGZ.354,Pancreas,True,Xenium,Submitted,TMC - UConn Health,578a3c7ca8f1435752ed4ba91ea82890
SNT926.XKGR.232,Pancreas,True,Xenium,Submitted,TMC - UConn Health,8eaf24df7d8cdee42216eac4c7b506a4
SNT475.JTHC.742,Pancreas,True,Xenium,Submitted,TMC - UConn Health,3bf479890d62813942af0b8cafb7b67a
SNT737.HLHS.423,Pancreas,True,Xenium,Submitted,TMC - UConn Health,0e1fe68c659fb75071161c7f69d50d5d
SNT593.FWVR.477,Pancreas,True,Xenium,QA,TMC - UConn Health,e8d74965ba171e5b646b0421afc428ae
SNT337.MFHS.549,Pancreas,True,Xenium,Submitted,TMC - UConn Health,3fcde4b3611ac0876931c9e2c7630607
SNT357.RMQB.824,Pancreas,True,Xenium,Submitted,TMC - UConn Health,3cc7d8eec8598c091066b3b0222844a6
SNT683.XQPJ.833,Pancreas,True,Xenium,Submitted,TMC - UConn Health,a1155915635cc1612ee2736ae46d5c99
SNT743.WCWC.429,Pancreas,True,Xenium,Submitted,TMC - UConn Health,74834e9af92a37c03f14ae8182b28c83
SNT548.NPXH.263,Pancreas,True,Xenium,Submitted,TMC - UConn Health,b30d0d6d6861c0291234ce40481a6978
SNT598.QDVD.259,Pancreas,True,Xenium,Submitted,TMC - UConn Health,8ff150422479b15b8c6d0a1be1b438a0
SNT248.GKMR.538,Pancreas,True,Xenium,Submitted,TMC - UConn Health,c40e7c4c6ec00468241f17e158402366
SNT685.MLMC.326,Pancreas,True,Xenium,Submitted,TMC - UConn Health,dd6b57821e541d571ba073805fe850f9
