dataset_id,organ,is_rui_registered,assay_type,publication_status,group_name,uuid
HBM386.LHBV.263,Placenta,False,RNAseq [Salmon],QA,TMC - University of California San Diego focusing on female reproduction,496c8379226cf7985288e59d90753357
HBM643.QNKN.888,Placenta,False,RNAseq,QA,TMC - University of California San Diego focusing on female reproduction,1e6ab81a1546e4ba207b39947f0a04b7
HBM486.PWRX.657,Placenta,False,RNAseq,QA,TMC - University of California San Diego focusing on female reproduction,163c15efac3e624f34ec7b74bd991f76
HBM767.DGVW.322,Placenta,False,RNAseq [Salmon],QA,TMC - University of California San Diego focusing on female reproduction,e8179e513daf518feb043b1f03e00ac6
HBM568.NDDZ.447,Placenta,False,RNAseq,QA,TMC - University of California San Diego focusing on female reproduction,84d40189ab5d6b5af163f125afe892f3
HBM737.RQKH.788,Placenta,False,RNAseq [Salmon],QA,TMC - University of California San Diego focusing on female reproduction,d69932da53bd7d00083d20b1532840b0
HBM483.SZCG.435,Placenta,False,RNAseq,QA,TMC - University of California San Diego focusing on female reproduction,f0bca79a7f7b574c02b8b925bc5da9c4
HBM768.LMJT.364,Placenta,False,RNAseq,QA,TMC - University of California San Diego focusing on female reproduction,ee322e6b8f346dc1cbd4cfc699528a6a
HBM863.MJDV.248,Placenta,False,RNAseq,QA,TMC - University of California San Diego focusing on female reproduction,5d27aacb9aebed08e6cdf5025f6feef9
HBM636.WLQP.366,Placenta,False,RNAseq [Salmon],QA,TMC - University of California San Diego focusing on female reproduction,7fe0c4a9899285b45df45955b1cad333
HBM599.VGFS.757,Placenta,False,RNAseq [Salmon],QA,TMC - University of California San Diego focusing on female reproduction,232f348408a488420a19a7753e1440c2
HBM393.TQFN.984,Placenta,False,RNAseq,QA,TMC - University of California San Diego focusing on female reproduction,c65d502f2296df48eae2a41173e06ec1
HBM522.FXFV.242,Placenta,False,RNAseq,QA,TMC - University of California San Diego focusing on female reproduction,7990a06500afec235d985fddcf630a4f
HBM469.NPNK.344,Placenta,False,RNAseq [Salmon],QA,TMC - University of California San Diego focusing on female reproduction,fc80dbe141cad5a6d3c4f6a62ccc02fd
HBM575.JXSB.275,Placenta,False,RNAseq,QA,TMC - University of California San Diego focusing on female reproduction,73401095b9851cca457a4d63f2c0e880
HBM567.QFHF.952,Placenta,False,RNAseq [Salmon],QA,TMC - University of California San Diego focusing on female reproduction,25d1c8cb14e314adb446f4f9934b9f11
HBM344.BCFS.829,Placenta,False,RNAseq,QA,TMC - University of California San Diego focusing on female reproduction,fca7b951082c789c4ec5ac1d33a2a3e2
HBM349.SMCD.687,Placenta,False,RNAseq [Salmon],QA,TMC - University of California San Diego focusing on female reproduction,d430f702bf1b02b1a3cb452caaeaa2d7
HBM395.CSMV.259,Placenta,False,RNAseq,QA,TMC - University of California San Diego focusing on female reproduction,5586b1215f3111f8d55526f3079b5c6b
HBM355.WLCT.984,Placenta,False,RNAseq,QA,TMC - University of California San Diego focusing on female reproduction,83df84362561277f213f4cb2ea89595e
HBM667.DBKZ.465,Placenta,False,RNAseq [Salmon],QA,TMC - University of California San Diego focusing on female reproduction,b5a96b45bd94963d12b9f0f39aeacdbc
HBM856.BWTX.923,Placenta,False,RNAseq,QA,TMC - University of California San Diego focusing on female reproduction,18af99d790a3482f66fb917772937c80
HBM892.TGSB.927,Placenta,False,RNAseq [Salmon],QA,TMC - University of California San Diego focusing on female reproduction,6da757c54fe6e7d4d3e114764c1655bf
HBM296.VPGZ.693,Placenta,False,RNAseq [Salmon],QA,TMC - University of California San Diego focusing on female reproduction,2191add3e29c587a462f59199363920b
HBM274.NKFP.744,Placenta,False,RNAseq,QA,TMC - University of California San Diego focusing on female reproduction,2e224d732e9dae1465ee69b2a0bd421b
HBM554.ZSNK.294,Placenta,False,RNAseq,QA,TMC - University of California San Diego focusing on female reproduction,16fa3bd20ca6920aa32259022994c5b0
HBM579.ZCHG.879,Placenta,False,RNAseq,QA,TMC - University of California San Diego focusing on female reproduction,2a4f8e98abc709071ffd812a821d5202
HBM447.RPSB.552,Placenta,False,RNAseq [Salmon],QA,TMC - University of California San Diego focusing on female reproduction,14114febbbecad2d94ac921aff4eddd4
HBM595.QBHG.379,Placenta,False,RNAseq,QA,TMC - University of California San Diego focusing on female reproduction,e2b3fb604f5be05c117516b26f118714
HBM948.BMGR.279,Placenta,False,RNAseq,QA,TMC - University of California San Diego focusing on female reproduction,d8e1c0a8a7190d70a0278b706a8b1342
HBM569.BNKS.648,Placenta,False,RNAseq [Salmon],QA,TMC - University of California San Diego focusing on female reproduction,1bc70977cbbcbd7447e3eda32ca08952
HBM938.HVHZ.592,Placenta,False,RNAseq [Salmon],QA,TMC - University of California San Diego focusing on female reproduction,00b7898d062fff3a0c5022bb1ab690c6
HBM497.XLZT.784,Placenta,False,RNAseq,QA,TMC - University of California San Diego focusing on female reproduction,6dde8b248aca8d08c690e9462d727dfb
HBM969.JSCH.579,Placenta,False,RNAseq,QA,TMC - University of California San Diego focusing on female reproduction,4c57b292e473f4308581fa63bd1a6e0e
HBM985.FRXN.383,Placenta,False,RNAseq [Salmon],QA,TMC - University of California San Diego focusing on female reproduction,de1c6c6400a4ea5597cc0ded8b93c9ef
HBM665.LSQC.339,Placenta,False,RNAseq,QA,TMC - University of California San Diego focusing on female reproduction,2a6b290836e82bcaf83f1d41990616c2
HBM925.SMTB.494,Placenta,False,RNAseq [Salmon],QA,TMC - University of California San Diego focusing on female reproduction,183e2342319a0f5e988097d3e3c0c9c9
HBM537.KQLM.553,Placenta,False,RNAseq,QA,TMC - University of California San Diego focusing on female reproduction,f1a0fd6b5a2f6f4210440e84e0920f8c
HBM745.XDRG.587,Placenta,False,RNAseq [Salmon],QA,TMC - University of California San Diego focusing on female reproduction,17e94caa70f8bcfb9540a17e2bf4dae1
HBM894.ZRLX.839,Placenta,False,RNAseq [Salmon],QA,TMC - University of California San Diego focusing on female reproduction,84411c97ac4f61f70f92a8bf93ac2c57
HBM765.RPVQ.584,Placenta,False,RNAseq,QA,TMC - University of California San Diego focusing on female reproduction,73507265c43d750e6ec5e48d1e2e0b92
HBM784.XGTJ.929,Placenta,False,RNAseq,QA,TMC - University of California San Diego focusing on female reproduction,c8c1eaccbd6def3eee05a390f1d0ab34
HBM559.LRLC.869,Placenta,False,RNAseq [Salmon],QA,TMC - University of California San Diego focusing on female reproduction,4e1063cd9906c547b3fa8f9d114858c9
HBM596.HSSB.635,Placenta,False,RNAseq,QA,TMC - University of California San Diego focusing on female reproduction,0b47e967dc7636dd79aa8e56c380f7ed
HBM468.WJRZ.825,Placenta,False,RNAseq,QA,TMC - University of California San Diego focusing on female reproduction,3143fc16c68ada22991571647c5c2c6b
HBM465.JSLJ.767,Placenta,False,RNAseq [Salmon],QA,TMC - University of California San Diego focusing on female reproduction,829cf1cf1ce5c04048520dcf749819a7
HBM679.NPXH.384,Placenta,False,RNAseq,QA,TMC - University of California San Diego focusing on female reproduction,8104c693fe995c2ca7d895874456d635
HBM392.TTJM.997,Placenta,False,RNAseq,QA,TMC - University of California San Diego focusing on female reproduction,299acc99d7b08fbfcc059308e8664f14
HBM798.XLBQ.889,Placenta,False,RNAseq [Salmon],QA,TMC - University of California San Diego focusing on female reproduction,12c79d9141121b5fe4deacbb6103cfa4
HBM496.KWZH.537,Placenta,False,RNAseq [Salmon],QA,TMC - University of California San Diego focusing on female reproduction,88129fa4aeef7b07444a3b3d47f60ffd
HBM736.KVFW.648,Placenta,False,RNAseq,QA,TMC - University of California San Diego focusing on female reproduction,33e42398cd669ef9ef9bfed9901c6fe4
HBM922.BZDC.598,Placenta,False,RNAseq,QA,TMC - University of California San Diego focusing on female reproduction,b0c33fb75a9994e007ed86be0f7f77b8
HBM787.KXQZ.595,Placenta,False,RNAseq [Salmon],QA,TMC - University of California San Diego focusing on female reproduction,afd0047eed537e171a91f782d45c9b27
HBM329.XHGK.777,Placenta,False,RNAseq,QA,TMC - University of California San Diego focusing on female reproduction,cfd4f926787b767b508355170749408f
HBM652.WSKR.343,Placenta,False,RNAseq,QA,TMC - University of California San Diego focusing on female reproduction,34a2e913183f1a7487d47380032aa961
HBM788.XPKV.245,Placenta,False,RNAseq [Salmon],QA,TMC - University of California San Diego focusing on female reproduction,91e3e1f4fa8b40a855f939a4fc33f777
HBM484.VXZJ.244,Placenta,False,RNAseq [Salmon],QA,TMC - University of California San Diego focusing on female reproduction,c2c62e32238bb69bd0fac3299761177d
HBM497.SGWL.329,Placenta,False,RNAseq,QA,TMC - University of California San Diego focusing on female reproduction,e5913dc8d38bbda27ce18cfd94b8f782
HBM495.HLDT.846,Placenta,False,RNAseq,QA,TMC - University of California San Diego focusing on female reproduction,fcc92944f15cb5aba428086a9a999e77
HBM734.KRLW.636,Placenta,False,RNAseq [Salmon],QA,TMC - University of California San Diego focusing on female reproduction,547ff6f3b10472027b3b27f08495429d
HBM849.SDCH.888,Placenta,False,RNAseq [Salmon],QA,TMC - University of California San Diego focusing on female reproduction,c67709170c9507772d9bdc094d050bdd
HBM284.TNPX.586,Placenta,False,RNAseq,QA,TMC - University of California San Diego focusing on female reproduction,340a92142d9fb504a69e62a60c80c47d
HBM755.HJKD.666,Placenta,False,RNAseq,QA,TMC - University of California San Diego focusing on female reproduction,cc282b18080ce03715737c87bfad1ab7
HBM394.TMTT.469,Placenta,False,RNAseq [Salmon],QA,TMC - University of California San Diego focusing on female reproduction,b113149923beeb47deea15d37f241c0e
HBM562.PQLR.853,Placenta,False,RNAseq,QA,TMC - University of California San Diego focusing on female reproduction,a61c606a01b7732273bc82d9ce8c0149
HBM768.SSQW.995,Placenta,False,RNAseq [Salmon],QA,TMC - University of California San Diego focusing on female reproduction,b43d82315fabc00a2647bbe01b7f3e53
HBM324.PCQM.838,Placenta,False,RNAseq,QA,TMC - University of California San Diego focusing on female reproduction,0e6b2a9237b6144350dc93ec89220129
HBM575.LDKQ.665,Placenta,False,RNAseq [Salmon],QA,TMC - University of California San Diego focusing on female reproduction,686ce12f2cbdccdcec1f78e64141da2c
HBM549.BBBQ.445,Placenta,False,RNAseq,QA,TMC - University of California San Diego focusing on female reproduction,cad68e5e910ca90bda79cc0d6aa586d1
HBM248.MVWH.878,Placenta,False,RNAseq [Salmon],QA,TMC - University of California San Diego focusing on female reproduction,2cb743266bef2a559efa4080cca580f3
HBM459.WTBM.632,Placenta,False,RNAseq,QA,TMC - University of California San Diego focusing on female reproduction,f0fc3cae480332a12504cda26a7ea1d6
HBM272.QXCP.866,Placenta,False,RNAseq,QA,TMC - University of California San Diego focusing on female reproduction,ccc1495f4608819e516cc471cad57c61
HBM658.ZJBK.942,Placenta,False,RNAseq [Salmon],QA,TMC - University of California San Diego focusing on female reproduction,021aa2bba4161465b58c0e2d4152caf6
HBM666.TFLL.796,Placenta,False,RNAseq,QA,TMC - University of California San Diego focusing on female reproduction,ceecbfe558406faa38ca49a1829e2685
HBM393.ZPTZ.224,Placenta,False,RNAseq [Salmon],QA,TMC - University of California San Diego focusing on female reproduction,08faad79fe3901638cb754ced0116ace
HBM573.LDBN.784,Placenta,False,RNAseq,QA,TMC - University of California San Diego focusing on female reproduction,30c12df0d5a7edf471535c79f4a23c22
HBM253.JDBL.996,Placenta,False,RNAseq,QA,TMC - University of California San Diego focusing on female reproduction,d9e3ad559a02ca6f7a465f1bf16d26db
HBM837.CZDB.437,Placenta,False,RNAseq [Salmon],QA,TMC - University of California San Diego focusing on female reproduction,fa1fd92f60c5b249a12308bd276dea75
HBM479.PRMB.526,Placenta,False,RNAseq,QA,TMC - University of California San Diego focusing on female reproduction,6e1578cf49610805c46ce6fc6e129cd4
HBM346.KGXJ.579,Placenta,False,RNAseq [Salmon],QA,TMC - University of California San Diego focusing on female reproduction,18e87fc1b71ea76211364cdfe86ebba8
HBM485.FVBP.774,Placenta,False,RNAseq,QA,TMC - University of California San Diego focusing on female reproduction,a486c2e9fb78d209d39daae8b5b61d1d
HBM978.MQRK.564,Placenta,False,RNAseq,QA,TMC - University of California San Diego focusing on female reproduction,38962cb98db3732bbd6c4d6dbbdae1a6
HBM267.ZTJK.472,Placenta,False,RNAseq [Salmon],QA,TMC - University of California San Diego focusing on female reproduction,1eae71863cb7bc3f32f1ea7688bbbfdc
HBM696.VKZJ.947,Placenta,False,RNAseq [Salmon],QA,TMC - University of California San Diego focusing on female reproduction,53d1e2b69114f6dc01e48555dc13e845
HBM384.WNLT.497,Placenta,False,RNAseq,QA,TMC - University of California San Diego focusing on female reproduction,08dccfbc10007adc0ef1c83b76a68192
HBM776.CNKK.388,Placenta,False,RNAseq,QA,TMC - University of California San Diego focusing on female reproduction,1cd660a9141281fbe26ec867c1242231
HBM655.WCZR.365,Large Intestine,False,Histology [Kaggle-2 Segmentation],QA,Stanford TMC,1df1681aa6a5b6c4a880ff1f3fdeb806
HBM758.BZCM.882,Placenta,False,RNAseq,QA,TMC - University of California San Diego focusing on female reproduction,3ba38f7dc3c4b07b31b5b8d5bd7e0468
HBM966.QWRW.987,Placenta,False,RNAseq [Salmon],QA,TMC - University of California San Diego focusing on female reproduction,ca9b120d994c2226f65389a908cdb75c
HBM823.VJVL.852,Placenta,False,RNAseq,QA,TMC - University of California San Diego focusing on female reproduction,c3d3da915af4ef87fdde5184711744ce
HBM572.DZHP.276,Placenta,False,RNAseq [Salmon],QA,TMC - University of California San Diego focusing on female reproduction,19aa4e91095d08c92ab51bd95eba81b9
HBM822.BNGP.287,Placenta,False,RNAseq,QA,TMC - University of California San Diego focusing on female reproduction,84fca9be4029f3a35c6a516f5e2ceb91
HBM252.GVNH.964,Large Intestine,False,Histology [Kaggle-2 Segmentation],QA,Stanford TMC,b3d9a9249d71a3ca3b9b130298c7b677
HBM394.MBCV.486,Placenta,False,RNAseq [Salmon],QA,TMC - University of California San Diego focusing on female reproduction,444909d4ace27b7d3f74b63bd9212b3d
HBM434.ZSHZ.496,Large Intestine,False,Histology [Kaggle-2 Segmentation],QA,Stanford TMC,b40f0b8c95ff5df6ea15b34471346cd4
HBM744.CKDP.366,Placenta,False,RNAseq,QA,TMC - University of California San Diego focusing on female reproduction,3b2ea63ccd769129c749a7524f9e7468
HBM349.PVTG.263,Placenta,False,RNAseq,QA,TMC - University of California San Diego focusing on female reproduction,94b3a4ae847d6e4012297cf5421f4442
HBM253.NJCK.578,Large Intestine,False,Histology [Kaggle-2 Segmentation],QA,Stanford TMC,cb5a24c5644acd2e82eb08edbc4a62d1
HBM898.NXDQ.898,Large Intestine,False,Histology [Kaggle-2 Segmentation],QA,Stanford TMC,aeaa1eb03092ee6c82d7a8e9d7ae0af8
HBM722.SFGR.247,Placenta,False,RNAseq [Salmon],QA,TMC - University of California San Diego focusing on female reproduction,7d7ba54632b7d2d5646ce43aa30e0299
HBM368.QGCT.795,Large Intestine,False,Histology [Kaggle-2 Segmentation],QA,Stanford TMC,2d088c7d191a5902915ea169c9ec2508
HBM682.CJGC.628,Large Intestine,False,Histology [Kaggle-2 Segmentation],QA,Stanford TMC,3b4debd5dc0ee7c99a2df13ae241d8ec
HBM333.KGXL.682,Placenta,False,RNAseq [Salmon],QA,TMC - University of California San Diego focusing on female reproduction,8e6f37b02fc1093ac87d546bf106d471
HBM965.QRWP.285,Placenta,False,RNAseq,QA,TMC - University of California San Diego focusing on female reproduction,12468f5203a06b4073f2cb279d9dfce9
HBM977.RJBV.862,Placenta,False,RNAseq,QA,TMC - University of California San Diego focusing on female reproduction,63861e4412cce03f1c8a0562d3606ea3
HBM589.XVKQ.863,Large Intestine,False,Histology [Kaggle-2 Segmentation],QA,Stanford TMC,d40929573f1001c2f1455a2916da7570
HBM723.ZPKX.657,Large Intestine,False,Histology [Kaggle-2 Segmentation],QA,Stanford TMC,85197c9269a09e29033be5445669dafd
HBM244.KNLN.933,Placenta,False,RNAseq [Salmon],QA,TMC - University of California San Diego focusing on female reproduction,1bde81020e51903412857ff9ba0b4eae
HBM228.ZBQH.988,Placenta,False,RNAseq,QA,TMC - University of California San Diego focusing on female reproduction,133cd0b920d9043573a48ef827bcdcb8
HBM887.FHSM.574,Large Intestine,False,Histology [Kaggle-2 Segmentation],QA,Stanford TMC,89403acebbf47a7c6f95085a0ffbadb3
HBM669.WPBP.392,Large Intestine,False,Histology [Kaggle-2 Segmentation],QA,Stanford TMC,50ea4c65d0401397e37403248f75a500
HBM228.WLDL.386,Placenta,False,RNAseq [Salmon],QA,TMC - University of California San Diego focusing on female reproduction,a039c1c4641ca1eea33794d8e25a51a1
HBM642.HZRC.899,Placenta,False,RNAseq,QA,TMC - University of California San Diego focusing on female reproduction,77312414ddbc12708e07037fe4b18cb1
HBM884.KHRV.855,Large Intestine,False,Histology [Kaggle-2 Segmentation],QA,Stanford TMC,1fac57a85c96e0f4f3feea72f539705c
HBM387.ZGPZ.629,Large Intestine,False,Histology [Kaggle-2 Segmentation],QA,Stanford TMC,d4137e9d77c820ae662fd69795028ec3
HBM747.LHLF.888,Placenta,False,RNAseq [Salmon],QA,TMC - University of California San Diego focusing on female reproduction,bd81c59929a35b23933ec47700c92236
HBM492.XCCH.766,Large Intestine,False,Histology [Kaggle-2 Segmentation],QA,Stanford TMC,00371955d26dc99d201abab9b17bf1c6
HBM669.BFZR.956,Placenta,False,RNAseq,QA,TMC - University of California San Diego focusing on female reproduction,c67e024e8fcc25166aac2e2e883208df
HBM773.FJHN.458,Large Intestine,False,Histology [Kaggle-2 Segmentation],QA,Stanford TMC,2d03624092e4bb6d26c53ad7c05daf7e
HBM352.HDSC.592,Placenta,False,RNAseq,QA,TMC - University of California San Diego focusing on female reproduction,5aba187b50e2e8655096ca8f735ce579
HBM247.ZBWV.946,Large Intestine,False,Histology [Kaggle-2 Segmentation],QA,Stanford TMC,bf592ff7080407f654b11027a4b8af24
HBM499.GDDZ.834,Large Intestine,False,Histology [Kaggle-2 Segmentation],QA,Stanford TMC,d45c131f00479956414c29fb128de43c
HBM888.JHBC.574,Placenta,False,RNAseq [Salmon],QA,TMC - University of California San Diego focusing on female reproduction,7538cdf974b6dcf9c67b44692b60df8e
HBM452.HMSP.792,Placenta,False,RNAseq [Salmon],QA,TMC - University of California San Diego focusing on female reproduction,c23f7ef422173ac25962557d1c3b9b71
HBM842.LDRL.285,Placenta,False,RNAseq,QA,TMC - University of California San Diego focusing on female reproduction,3ee64532ae16e7b2c437c169de7f1678
HBM656.RXWH.845,Placenta,False,RNAseq,QA,TMC - University of California San Diego focusing on female reproduction,6806faa6c676feec7df28e43a39014e1
HBM643.TWPQ.734,Placenta,False,RNAseq,QA,TMC - University of California San Diego focusing on female reproduction,370a627e8fac6ff9af8db6b1a913dd66
HBM324.NJSZ.767,Placenta,False,RNAseq [Salmon],QA,TMC - University of California San Diego focusing on female reproduction,5eabc3ac0ad924aabefb643122046968
HBM785.TBVG.926,Placenta,False,RNAseq [Salmon],QA,TMC - University of California San Diego focusing on female reproduction,de4dd65ad5497df64872d6a71c7b6fd7
HBM768.BRMT.548,Placenta,False,RNAseq,QA,TMC - University of California San Diego focusing on female reproduction,8ff603d3708d636733fd46a185e2cbdb
HBM934.FRFP.496,Large Intestine,False,Histology [Kaggle-2 Segmentation],QA,Stanford TMC,1e4e498b451ef815d9b9b5cc793b7a22
HBM267.GHLS.743,Placenta,False,RNAseq,QA,TMC - University of California San Diego focusing on female reproduction,c306de54b7e1a3e7de371d41afb94326
HBM733.RPPX.225,Large Intestine,False,Histology [Kaggle-2 Segmentation],QA,Stanford TMC,7c6e62e0b78b70305729754c6d40c09c
HBM397.VJFQ.932,Large Intestine,False,Histology [Kaggle-2 Segmentation],QA,Stanford TMC,7c8f147dc665bf1a62df040a9e522009
HBM763.KKMG.489,Large Intestine,False,Histology [Kaggle-2 Segmentation],QA,Stanford TMC,096b612d1d5788b660ab93457c0a0917
HBM552.QZGC.235,Large Intestine,False,Histology [Kaggle-2 Segmentation],QA,Stanford TMC,067cd52d731993f8c2abc5556fe2cb02
HBM348.PMJG.223,Large Intestine,False,Histology [Kaggle-2 Segmentation],QA,Stanford TMC,5c3c85d0b99dd2787640e36f6258c017
HBM239.DVCB.858,Large Intestine,False,Histology [Kaggle-2 Segmentation],QA,Stanford TMC,bf88db1f6c40db8a26a573bacf8f381b
HBM743.XPWB.276,Large Intestine,False,Histology [Kaggle-2 Segmentation],QA,Stanford TMC,08add23351cc76293a8ae779b4c1d1ac
HBM984.JXRB.487,Placenta,False,2D Imaging Mass Cytometry [Image Pyramid],Error,TMC - University of California San Diego focusing on female reproduction,f2bf42910dee82ec7acd14bba21146ec
HBM379.PZGM.377,Placenta,False,2D Imaging Mass Cytometry [Image Pyramid],QA,TMC - University of California San Diego focusing on female reproduction,909b807ac2a7ecbca1e396707f876282
HBM539.MHWB.383,Placenta,False,2D Imaging Mass Cytometry [Image Pyramid],QA,TMC - University of California San Diego focusing on female reproduction,75f9cdb1ff021af31c2a3b1194ddf6a5
HBM526.NLDT.847,Placenta,False,2D Imaging Mass Cytometry [Image Pyramid],QA,TMC - University of California San Diego focusing on female reproduction,bb92ba224517676c3ec61dcad2f732d9
HBM433.RMNM.895,Placenta,False,2D Imaging Mass Cytometry [Image Pyramid],QA,TMC - University of California San Diego focusing on female reproduction,77c6b31a4bbdfd782fcce74f1375f75f
HBM257.HXXK.549,Large Intestine,False,Histology [Kaggle-2 Segmentation],Error,Stanford TMC,ee87078aea63ddd91ca574535837b31f
HBM956.GRNF.229,Large Intestine,False,Histology [Kaggle-2 Segmentation],QA,Stanford TMC,4555ad50d10e8f7f81f2179d7f751359
HBM233.RRCT.285,Large Intestine,False,Histology [Kaggle-2 Segmentation],QA,Stanford TMC,e4f3ed95f4d8a9318326873dab4e68c6
HBM677.QSND.846,Placenta,False,2D Imaging Mass Cytometry,QA,TMC - University of California San Diego focusing on female reproduction,e2c5e6dc8f5499817207c2c7ba3db42c
HBM595.ZGKC.946,Large Intestine,False,Histology [Kaggle-2 Segmentation],QA,Stanford TMC,c0bd6237aa83cf18f96f93b1fd54f2f9
HBM685.ZHZH.823,Placenta,False,2D Imaging Mass Cytometry,QA,TMC - University of California San Diego focusing on female reproduction,4e010d53aa5992be8af1ea00913d8ef0
HBM696.ZVXC.437,Placenta,False,2D Imaging Mass Cytometry,QA,TMC - University of California San Diego focusing on female reproduction,b8941c434bfeb5514ab38a152393c5c1
HBM345.ZLZL.657,Placenta,False,2D Imaging Mass Cytometry,QA,TMC - University of California San Diego focusing on female reproduction,6109c078c9ceb2ce9aa39b961b86ccbd
