"sex","tool","modality","organ","organId","as","as_id","cell_id","cell_label","cell_count","percentage","annotation_label","annotation_label_id","cell_label2"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0000192","Smooth Muscle",87.635,0.0252975095080358,"Sm Activated Stress Response","AZ:0000325","smooth muscle cell:activated stress response"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0000192","Smooth Muscle",87.635,0.0252975095080358,"Hsmc1","AZ:0000535","smooth muscle cell:1"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0000192","Smooth Muscle",87.635,0.0252975095080358,"Hsmc2","AZ:0000536","smooth muscle cell:2"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:0002350","Endocardial",284.242,0.00487165079792088,"Endocardial","AZ:0000006","endocardial cell"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:0000236","B",672.936,0.01153351440445,"B","AZ:0000004","B cell"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:0000236","B",672.936,0.01153351440445,"B Activated","AZ:0000658","B cell:activated"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0000236","B",55548.909,0.0842868628118803,"B","AZ:0000004","B cell"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0000236","B",55548.909,0.0842868628118803,"B Activated","AZ:0000658","B cell:activated"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:0002573","Neuronal",257.531,0.00539066298847918,"Neuronal","AZ:0000015","Schwann cell"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0002138","Lymphatic Endothelial",236.628,0.00805352242735891,"Lymphatic Endothelial","AZ:0000010","endothelial cell of lymphatic vessel"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0002138","Lymphatic Endothelial",236.628,0.00805352242735891,"Lymphatic Ec Mature","AZ:0000329","endothelial cell of lymphatic vessel:mature"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0002138","Lymphatic Endothelial",236.628,0.00805352242735891,"Lymphatic Ec Differentiating","AZ:0000331","endothelial cell of lymphatic vessel:differentiating"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0002138","Lymphatic Endothelial",236.628,0.00805352242735891,"Lymphatic Ec Proliferating","AZ:0000336","endothelial cell of lymphatic vessel:proliferating"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0002138","Lymphatic Endothelial",236.628,0.00805352242735891,"Hlec1","AZ:0000518","endothelial cell of lymphatic vessel:1"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0002138","Lymphatic Endothelial",236.628,0.00805352242735891,"Hlec2","AZ:0000519","endothelial cell of lymphatic vessel:2"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0002144","Capillary Endothelial",2259.13,0.124876940552821,"Capillary Endothelial","AZ:0000005","capillary endothelial cell"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0002138","Lymphatic Endothelial",92.928,0.00207235989983594,"Lymphatic Endothelial","AZ:0000010","endothelial cell of lymphatic vessel"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0002138","Lymphatic Endothelial",92.928,0.00207235989983594,"Lymphatic Ec Mature","AZ:0000329","endothelial cell of lymphatic vessel:mature"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0002138","Lymphatic Endothelial",92.928,0.00207235989983594,"Lymphatic Ec Differentiating","AZ:0000331","endothelial cell of lymphatic vessel:differentiating"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0002138","Lymphatic Endothelial",92.928,0.00207235989983594,"Lymphatic Ec Proliferating","AZ:0000336","endothelial cell of lymphatic vessel:proliferating"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0002138","Lymphatic Endothelial",92.928,0.00207235989983594,"Hlec1","AZ:0000518","endothelial cell of lymphatic vessel:1"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0002138","Lymphatic Endothelial",92.928,0.00207235989983594,"Hlec2","AZ:0000519","endothelial cell of lymphatic vessel:2"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Interventricular Septum","UBERON:0002094","CL:0002144","Capillary Endothelial",6156.269,0.181801110184525,"Capillary Endothelial","AZ:0000005","capillary endothelial cell"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0002138","Lymphatic Endothelial",1493.201,0.00226570116503211,"Lymphatic Endothelial","AZ:0000010","endothelial cell of lymphatic vessel"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0002138","Lymphatic Endothelial",1493.201,0.00226570116503211,"Lymphatic Ec Mature","AZ:0000329","endothelial cell of lymphatic vessel:mature"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0002138","Lymphatic Endothelial",1493.201,0.00226570116503211,"Lymphatic Ec Differentiating","AZ:0000331","endothelial cell of lymphatic vessel:differentiating"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0002138","Lymphatic Endothelial",1493.201,0.00226570116503211,"Lymphatic Ec Proliferating","AZ:0000336","endothelial cell of lymphatic vessel:proliferating"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0002138","Lymphatic Endothelial",1493.201,0.00226570116503211,"Hlec1","AZ:0000518","endothelial cell of lymphatic vessel:1"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0002138","Lymphatic Endothelial",1493.201,0.00226570116503211,"Hlec2","AZ:0000519","endothelial cell of lymphatic vessel:2"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0002138","Lymphatic Endothelial",706.069,0.00187306251646479,"Lymphatic Endothelial","AZ:0000010","endothelial cell of lymphatic vessel"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0002138","Lymphatic Endothelial",706.069,0.00187306251646479,"Lymphatic Ec Mature","AZ:0000329","endothelial cell of lymphatic vessel:mature"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0002138","Lymphatic Endothelial",706.069,0.00187306251646479,"Lymphatic Ec Differentiating","AZ:0000331","endothelial cell of lymphatic vessel:differentiating"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0002138","Lymphatic Endothelial",706.069,0.00187306251646479,"Lymphatic Ec Proliferating","AZ:0000336","endothelial cell of lymphatic vessel:proliferating"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0002138","Lymphatic Endothelial",706.069,0.00187306251646479,"Hlec1","AZ:0000518","endothelial cell of lymphatic vessel:1"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0002138","Lymphatic Endothelial",706.069,0.00187306251646479,"Hlec2","AZ:0000519","endothelial cell of lymphatic vessel:2"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0001065","ILC",3.872,0.0000863483291598307,"Ilc","AZ:0000009","innate lymphoid cell"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0001065","ILC",3.872,0.0000863483291598307,"Ilc1","AZ:0000596","innate lymphoid cell:1"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0001065","ILC",3.872,0.0000863483291598307,"Nkp44- Ilc3","AZ:0000625","innate lymphoid cell:NKp44-negative"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0001065","ILC",3.872,0.0000863483291598307,"Nkp44+ Ilc3","AZ:0000626","innate lymphoid cell:NKp44-positive"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0002573","Neuronal",377.74,0.0266684269588752,"Neuronal","AZ:0000015","Schwann cell"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Interventricular Septum","UBERON:0002094","CL:0002350","Endocardial",53.695,0.00158566992627484,"Endocardial","AZ:0000006","endocardial cell"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:1000413","Arterial Endothelial",173.91,0.0122780381543336,"Arterial Endothelial","AZ:0000002","endothelial cell of artery"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:0000192","Smooth Muscle",1268.541,0.0217416454107604,"Smooth Muscle","AZ:0000018","smooth muscle cell"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:0000192","Smooth Muscle",1268.541,0.0217416454107604,"Sm Activated Stress Response","AZ:0000118","smooth muscle cell:activated stress response"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:0000192","Smooth Muscle",1268.541,0.0217416454107604,"Sm Activated Stress Response","AZ:0000325","smooth muscle cell:activated stress response"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:0000192","Smooth Muscle",1268.541,0.0217416454107604,"Hsmc1","AZ:0000535","smooth muscle cell:1"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:0000192","Smooth Muscle",1268.541,0.0217416454107604,"Hsmc2","AZ:0000536","smooth muscle cell:2"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0002144","Capillary Endothelial",2715.874,0.0924334912558149,"Capillary Endothelial","AZ:0000005","capillary endothelial cell"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:0000115","Endothelial",6.257,0.000130972109450568,"Endothelial","AZ:0000007","endothelial cell"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:0000115","Endothelial",6.257,0.000130972109450568,"Hendoa1","AZ:0000512","endothelial cell:A1"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:0000115","Endothelial",6.257,0.000130972109450568,"Hendoa2","AZ:0000513","endothelial cell:A2"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:0000115","Endothelial",6.257,0.000130972109450568,"Hendos1","AZ:0000514","endothelial cell:S1"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:0000115","Endothelial",6.257,0.000130972109450568,"Hendos2","AZ:0000515","endothelial cell:S2"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:0000115","Endothelial",6.257,0.000130972109450568,"Hendos3","AZ:0000516","endothelial cell:S3"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:0000115","Endothelial",6.257,0.000130972109450568,"Hendov","AZ:0000517","endothelial cell:V"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0000115","Endothelial",266.475,0.0188131229784144,"Endothelial","AZ:0000007","endothelial cell"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0000115","Endothelial",266.475,0.0188131229784144,"Hendoa1","AZ:0000512","endothelial cell:A1"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0000115","Endothelial",266.475,0.0188131229784144,"Hendoa2","AZ:0000513","endothelial cell:A2"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0000115","Endothelial",266.475,0.0188131229784144,"Hendos1","AZ:0000514","endothelial cell:S1"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0000115","Endothelial",266.475,0.0188131229784144,"Hendos2","AZ:0000515","endothelial cell:S2"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0000115","Endothelial",266.475,0.0188131229784144,"Hendos3","AZ:0000516","endothelial cell:S3"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0000115","Endothelial",266.475,0.0188131229784144,"Hendov","AZ:0000517","endothelial cell:V"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0002350","Endocardial",2158.683,0.00572656243544153,"Endocardial","AZ:0000006","endocardial cell"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:0000136","Adipocyte",171.502,0.00358989591097832,"Adipocyte","AZ:0000001","adipocyte"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:1000413","Arterial Endothelial",3792.563,0.0100609254855138,"Arterial Endothelial","AZ:0000002","endothelial cell of artery"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0000057","Fibroblast",2665.335,0.147330556607346,"Fibroblast","AZ:0000008","fibroblast"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0000057","Fibroblast",2665.335,0.147330556607346,"Fibromyocytes","AZ:0000335","fibroblast:fibromyocyte"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0000669","Pericyte",913.495,0.064492705789161,"Pericyte","AZ:0000017","pericyte"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0000057","Fibroblast",4315.96,0.304706581292494,"Fibroblast","AZ:0000008","fibroblast"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0000057","Fibroblast",4315.96,0.304706581292494,"Fibromyocytes","AZ:0000335","fibroblast:fibromyocyte"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0002144","Capillary Endothelial",9261.824,0.206545203350315,"Capillary Endothelial","AZ:0000005","capillary endothelial cell"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0000097","Mast",17.765,0.00125420819856096,"Mast","AZ:0000012","mast cell"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0002138","Lymphatic Endothelial",11.645,0.000643695569859902,"Lymphatic Endothelial","AZ:0000010","endothelial cell of lymphatic vessel"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0002138","Lymphatic Endothelial",11.645,0.000643695569859902,"Lymphatic Ec Mature","AZ:0000329","endothelial cell of lymphatic vessel:mature"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0002138","Lymphatic Endothelial",11.645,0.000643695569859902,"Lymphatic Ec Differentiating","AZ:0000331","endothelial cell of lymphatic vessel:differentiating"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0002138","Lymphatic Endothelial",11.645,0.000643695569859902,"Lymphatic Ec Proliferating","AZ:0000336","endothelial cell of lymphatic vessel:proliferating"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0002138","Lymphatic Endothelial",11.645,0.000643695569859902,"Hlec1","AZ:0000518","endothelial cell of lymphatic vessel:1"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0002138","Lymphatic Endothelial",11.645,0.000643695569859902,"Hlec2","AZ:0000519","endothelial cell of lymphatic vessel:2"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0002144","Capillary Endothelial",1230.46,0.0868704204898013,"Capillary Endothelial","AZ:0000005","capillary endothelial cell"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0000669","Pericyte",1771.884,0.0603052366274423,"Pericyte","AZ:0000017","pericyte"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0000057","Fibroblast",509.66,0.14712305238621,"Fibroblast","AZ:0000008","fibroblast"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0000057","Fibroblast",509.66,0.14712305238621,"Fibromyocytes","AZ:0000335","fibroblast:fibromyocyte"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0000097","Mast",1854.081,0.00491851309658059,"Mast","AZ:0000012","mast cell"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0002573","Neuronal",25.33,0.00731198625935468,"Neuronal","AZ:0000015","Schwann cell"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Interventricular Septum","UBERON:0002094","CL:0002144","Capillary Endothelial",4861.944,0.215416798423779,"Capillary Endothelial","AZ:0000005","capillary endothelial cell"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0000097","Mast",59.448,0.0020232846546547,"Mast","AZ:0000012","mast cell"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0000057","Fibroblast",7674.304,0.171142388394784,"Fibroblast","AZ:0000008","fibroblast"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0000057","Fibroblast",7674.304,0.171142388394784,"Fibromyocytes","AZ:0000335","fibroblast:fibromyocyte"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:1000414","Venous Endothelial",492.953,0.010318538320279,"Venous Endothelial","AZ:0000020","endothelial cell of venule"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0002138","Lymphatic Endothelial",3.995,0.0011532327321801,"Lymphatic Endothelial","AZ:0000010","endothelial cell of lymphatic vessel"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0002138","Lymphatic Endothelial",3.995,0.0011532327321801,"Lymphatic Ec Mature","AZ:0000329","endothelial cell of lymphatic vessel:mature"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0002138","Lymphatic Endothelial",3.995,0.0011532327321801,"Lymphatic Ec Differentiating","AZ:0000331","endothelial cell of lymphatic vessel:differentiating"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0002138","Lymphatic Endothelial",3.995,0.0011532327321801,"Lymphatic Ec Proliferating","AZ:0000336","endothelial cell of lymphatic vessel:proliferating"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0002138","Lymphatic Endothelial",3.995,0.0011532327321801,"Hlec1","AZ:0000518","endothelial cell of lymphatic vessel:1"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0002138","Lymphatic Endothelial",3.995,0.0011532327321801,"Hlec2","AZ:0000519","endothelial cell of lymphatic vessel:2"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Interventricular Septum","UBERON:0002094","CL:0000136","Adipocyte",7.686,0.000340541460922867,"Adipocyte","AZ:0000001","adipocyte"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0002573","Neuronal",2950.036,0.00447622255951252,"Neuronal","AZ:0000015","Schwann cell"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0000669","Pericyte",24440.386,0.0648355485151322,"Pericyte","AZ:0000017","pericyte"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:1000413","Arterial Endothelial",142.48,0.00787580461946233,"Arterial Endothelial","AZ:0000002","endothelial cell of artery"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Interventricular Septum","UBERON:0002094","CL:0002350","Endocardial",20.862,0.000924326822504925,"Endocardial","AZ:0000006","endocardial cell"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0000235","Macrophage",275.825,0.0194732325566044,"Macrophage","AZ:0000011","macrophage"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0000235","Macrophage",275.825,0.0194732325566044,"Monocyte Derived M_","AZ:0000378","macrophage:monocyte-derived"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0000235","Macrophage",275.825,0.0194732325566044,"Hmac1","AZ:0000520","macrophage:1"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0000235","Macrophage",275.825,0.0194732325566044,"Hmac2","AZ:0000521","macrophage:2"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0000235","Macrophage",275.825,0.0194732325566044,"Hmac3","AZ:0000522","macrophage:3"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0000235","Macrophage",275.825,0.0194732325566044,"Mono/Macro","AZ:0000687","macrophage:monocyte-derived"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0000236","B",311.169,0.0105904902217778,"B","AZ:0000004","B cell"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0000236","B",311.169,0.0105904902217778,"B Activated","AZ:0000658","B cell:activated"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:0002144","Capillary Endothelial",10044.111,0.172146978164929,"Capillary Endothelial","AZ:0000005","capillary endothelial cell"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0000192","Smooth Muscle",7119.454,0.0188865145263357,"Smooth Muscle","AZ:0000018","smooth muscle cell"
